#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 482: Flattop Mtn., MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Flattop Mtn. (482) 
# Montana  SNOTEL Site - 6300 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 12:53:10 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1989-11-20,10.2,5.8,176,,14.9,10.6,141,37.0,33.4,34.7
1989-11-21,11.0,6.7,164,,15.5,11.0,141,34.3,14.9,25.5
1989-11-22,11.1,7.0,159,,15.8,11.2,141,30.7,11.5,17.1
1989-11-23,11.2,7.3,153,,15.9,12.2,130,31.6,15.6,26.6
1989-11-24,11.3,7.6,149,,16.1,12.4,130,27.0,21.9,23.5
1989-11-25,11.8,7.8,151,,16.8,12.6,133,24.3,8.8,20.5
1989-11-26,12.5,8.0,156,,17.7,13.2,134,22.6,9.1,17.4
1989-11-27,12.6,8.2,154,,17.7,13.6,130,21.0,18.0,18.9
1989-11-28,12.7,8.6,148,,17.9,14.1,127,23.7,16.2,21.2
1989-11-29,12.7,8.8,144,,17.9,14.2,126,26.2,10.8,16.5
1989-11-30,12.7,9.1,140,,17.9,14.5,123,32.0,8.6,17.8
1989-12-01,12.7,9.7,131,,17.9,14.9,120,27.9,7.7,16.0
1989-12-02,12.7,10.0,127,,18.0,15.2,118,36.1,15.8,23.7
1989-12-03,12.7,10.2,125,,18.0,15.6,115,34.0,23.4,30.6
1989-12-04,13.0,10.5,124,,18.2,16.0,114,34.9,33.3,34.0
1989-12-05,14.5,10.8,134,,19.2,16.2,119,33.6,27.7,31.5
1989-12-06,14.5,10.8,134,,19.3,16.4,118,28.4,14.2,23.7
1989-12-07,14.7,10.8,136,,19.6,16.6,118,27.3,18.5,22.6
1989-12-08,14.8,11.5,129,,19.6,16.6,118,30.7,25.9,28.2
1989-12-09,15.7,12.2,129,,20.3,17.3,117,26.4,10.6,21.9
1989-12-10,16.6,12.7,131,,21.0,18.0,117,9.9,-14.6,-4.2
1989-12-11,16.6,12.9,129,,21.3,18.6,115,11.5,-13.9,1.6
1989-12-12,16.8,13.0,129,,21.3,18.8,113,19.0,9.0,14.2
1989-12-13,16.9,13.2,128,,21.3,19.1,112,19.0,14.9,16.7
1989-12-14,17.0,13.7,124,,21.4,19.4,110,23.7,18.5,21.0
1989-12-15,17.3,13.7,126,,21.7,20.0,109,28.8,15.1,21.7
1989-12-16,17.3,14.4,120,,21.8,20.3,107,20.3,9.7,16.0
1989-12-17,17.4,14.4,121,,22.0,20.7,106,10.6,-6.9,3.2
1989-12-18,17.4,14.4,121,,22.1,20.8,106,6.6,-5.6,0.5
1989-12-19,17.5,14.5,121,,22.1,21.6,102,16.7,6.4,12.4
1989-12-20,17.9,14.8,121,,22.5,22.2,101,9.1,-14.6,-10.1
1989-12-21,18.2,15.6,117,,22.8,22.4,102,11.5,-11.0,-3.5
1989-12-22,18.3,15.6,117,,22.8,22.4,102,26.2,1.0,17.1
1989-12-23,18.5,15.6,119,,23.1,22.5,103,28.9,25.7,27.3
1989-12-24,18.7,16.0,117,,23.3,22.6,103,30.7,25.0,28.2
1989-12-25,18.7,16.7,112,,23.4,22.8,103,31.6,27.7,29.3
1989-12-26,18.8,16.8,112,,23.4,22.8,103,33.4,23.2,28.2
1989-12-27,18.8,17.0,111,,23.4,23.0,102,36.7,15.3,21.4
1989-12-28,18.9,17.4,109,,23.4,23.2,101,27.5,9.7,20.8
1989-12-29,19.1,17.6,109,,23.5,23.6,100,19.9,18.7,19.2
1989-12-30,19.5,17.6,111,,23.8,23.6,101,24.1,18.9,21.6
1989-12-31,19.6,17.8,110,,23.9,24.0,100,30.2,23.0,26.2
1990-01-01,20.2,17.8,113,,24.5,24.1,102,25.5,21.7,24.6
1990-01-02,21.2,18.1,117,,25.2,24.3,104,21.4,12.6,17.8
1990-01-03,21.4,18.8,114,,25.5,24.8,103,18.1,10.9,14.5
1990-01-04,21.8,18.8,116,,25.8,25.2,102,23.9,18.1,21.6
1990-01-05,22.5,19.0,118,,26.3,25.5,103,29.7,20.7,24.6
1990-01-06,23.4,19.4,121,,26.9,25.8,104,30.4,27.0,28.4
1990-01-07,24.8,19.6,127,,28.0,26.0,108,30.2,26.4,28.9
1990-01-08,25.6,20.0,128,,28.7,26.6,108,30.9,24.8,27.5
1990-01-09,26.5,20.4,130,,29.5,27.0,109,32.5,25.0,29.8
1990-01-10,28.9,20.6,140,,31.4,27.3,115,32.0,6.1,21.0
1990-01-11,28.8,21.2,136,,31.4,28.2,111,17.8,0.1,6.3
1990-01-12,28.8,21.4,135,,31.7,28.2,112,34.9,8.8,25.5
1990-01-13,28.8,21.8,132,,31.7,28.9,110,32.0,26.1,29.5
1990-01-14,29.0,22.2,131,,31.8,29.4,108,31.3,25.3,28.2
1990-01-15,28.9,23.2,125,,31.8,29.5,108,26.1,21.2,23.9
1990-01-16,28.9,23.5,123,,31.8,29.6,107,22.6,5.7,16.2
1990-01-17,28.9,24.2,119,,31.8,30.3,105,24.6,0.3,7.7
1990-01-18,28.9,24.4,118,,31.9,30.4,105,21.4,6.4,12.9
1990-01-19,28.9,24.6,117,,31.9,31.0,103,26.4,5.0,11.1
1990-01-20,28.9,24.8,117,,31.9,31.0,103,20.3,1.8,12.2
1990-01-21,28.9,25.0,116,,31.9,31.0,103,27.5,19.9,24.1
1990-01-22,29.5,25.1,118,,32.3,31.0,104,27.3,21.4,25.2
1990-01-23,30.8,25.1,123,,33.8,31.1,109,21.6,17.2,19.9
1990-01-24,31.4,25.4,124,,34.7,31.4,111,18.9,12.7,16.2
1990-01-25,32.1,25.8,124,,34.8,32.2,108,25.5,19.0,22.8
1990-01-26,33.6,25.8,130,,37.2,32.9,113,21.6,7.7,14.0
1990-01-27,33.7,26.1,129,,37.7,33.4,113,17.6,10.6,13.8
1990-01-28,34.9,26.4,132,,39.7,33.4,119,23.2,16.9,20.1
1990-01-29,36.1,26.8,135,,40.4,33.8,120,22.3,-1.1,11.3
1990-01-30,36.7,27.6,133,,41.0,34.5,119,13.5,-9.2,5.9
1990-01-31,37.6,28.0,134,,41.6,34.8,120,12.4,-19.3,-3.3
1990-02-01,38.0,28.3,134,,43.1,34.9,124,19.0,12.6,16.9
1990-02-02,38.7,28.7,135,,43.9,35.0,125,24.6,16.9,20.8
1990-02-03,39.2,28.8,136,,44.4,35.0,127,30.6,22.8,26.1
1990-02-04,39.6,28.8,138,,44.8,35.4,127,25.9,15.6,20.8
1990-02-05,40.0,28.8,139,,45.2,36.0,126,20.8,14.2,17.8
1990-02-06,40.7,29.0,140,,46.0,36.0,128,19.9,11.5,16.2
1990-02-07,41.2,29.0,142,,46.7,36.8,127,13.3,10.2,11.5
1990-02-08,41.8,29.1,144,,47.4,37.6,126,14.4,10.0,12.0
1990-02-09,42.2,29.3,144,,48.0,38.2,126,27.9,12.0,22.5
1990-02-10,43.1,29.6,146,,48.7,38.3,127,32.9,27.9,30.9
1990-02-11,44.5,29.7,150,,49.3,38.6,128,31.8,16.2,27.9
1990-02-12,44.9,29.9,150,,49.4,38.6,128,16.0,-13.7,-0.2
1990-02-13,45.2,30.2,150,,49.5,38.6,128,-5.6,-23.3,-16.6
1990-02-14,45.2,30.2,150,,49.6,38.8,128,3.0,-24.3,-8.3
1990-02-15,45.3,30.5,149,,49.6,38.9,128,15.3,-12.3,0.0
1990-02-16,45.4,31.3,145,,49.6,38.9,128,-4.9,-13.2,-9.0
1990-02-17,45.5,31.4,145,,49.7,38.9,128,9.7,-12.3,1.2
1990-02-18,45.6,31.6,144,,49.8,38.9,128,16.2,-1.7,8.2
1990-02-19,45.6,32.1,142,,51.7,39.0,133,25.3,-3.3,8.8
1990-02-20,45.6,32.4,141,,52.0,39.2,133,24.3,5.9,18.3
1990-02-21,46.3,32.8,141,,52.8,39.4,134,28.2,23.4,26.1
1990-02-22,46.6,33.1,141,,53.2,40.0,133,36.0,18.3,29.7
1990-02-23,46.6,33.8,138,,53.2,40.6,131,41.7,15.3,25.5
1990-02-24,46.6,34.0,137,,53.2,40.8,130,32.0,19.4,28.9
1990-02-25,46.9,34.2,137,,53.7,41.2,130,33.4,17.4,29.3
1990-02-26,47.0,35.0,134,,53.8,42.2,127,33.1,5.7,15.8
1990-02-27,47.0,35.4,133,,53.8,42.7,126,33.6,5.7,16.3
1990-02-28,47.0,35.4,133,,53.8,42.8,126,35.8,6.6,17.8
1990-03-01,47.0,35.7,132,,53.8,43.2,125,34.3,7.0,18.0
1990-03-02,47.0,35.9,131,,53.8,43.5,124,36.0,7.9,18.5
1990-03-03,47.0,36.4,129,,53.8,44.0,122,42.1,10.0,25.7
1990-03-04,47.1,37.1,127,,53.8,44.3,121,30.9,13.5,25.5
1990-03-05,47.1,37.5,126,,53.8,44.6,121,38.1,12.0,22.8
1990-03-06,47.1,37.6,125,,53.8,45.0,120,34.7,13.6,26.4
1990-03-07,47.1,37.8,125,,53.8,45.3,119,42.1,16.9,31.8
1990-03-08,47.5,38.2,124,,53.8,45.4,119,30.4,14.9,21.7
1990-03-09,48.3,38.5,125,,54.5,45.6,120,24.4,15.8,20.5
1990-03-10,48.5,39.0,124,,54.7,46.0,119,31.8,20.5,27.0
1990-03-11,48.9,39.2,125,,54.8,46.5,118,26.6,13.5,21.0
1990-03-12,49.3,39.8,124,,54.9,47.0,117,25.5,11.7,18.9
1990-03-13,49.7,40.0,124,,54.9,47.0,117,28.0,18.0,22.1
1990-03-14,49.8,40.0,125,,55.0,47.4,116,24.3,11.8,20.5
1990-03-15,49.8,40.2,124,,55.0,47.6,116,32.2,11.3,19.9
1990-03-16,49.9,40.4,124,,55.2,48.0,115,30.4,10.8,23.4
1990-03-17,50.0,40.8,123,,55.2,48.4,114,32.0,13.8,24.3
1990-03-18,50.1,40.9,122,,55.3,48.8,113,39.6,12.6,27.1
1990-03-19,50.1,41.2,122,,55.3,48.9,113,37.6,26.1,32.2
1990-03-20,50.2,41.6,121,,57.9,49.0,118,33.4,29.5,31.3
1990-03-21,50.8,41.8,122,,58.4,49.1,119,33.8,3.4,23.7
1990-03-22,51.0,42.2,121,,58.7,49.7,118,5.2,-2.7,0.9
1990-03-23,51.2,42.8,120,,58.9,49.8,118,16.5,-9.9,2.5
1990-03-24,51.3,43.0,119,,59.0,49.8,118,26.1,-12.8,5.0
1990-03-25,51.3,43.5,118,,59.0,50.0,118,37.9,-1.5,16.5
1990-03-26,51.3,43.6,118,,59.0,50.0,118,41.9,6.8,22.6
1990-03-27,51.4,43.8,117,,59.0,50.2,118,40.8,15.3,27.9
1990-03-28,51.5,44.0,117,,59.0,50.2,118,41.7,13.5,27.3
1990-03-29,51.5,44.1,117,,59.0,50.8,116,44.8,12.9,31.1
1990-03-30,51.4,44.2,116,,59.0,50.9,116,47.8,21.0,36.0
1990-03-31,51.3,44.2,116,,59.2,51.0,116,48.9,27.5,36.7
1990-04-01,51.1,43.8,117,,59.2,51.3,115,51.4,31.5,39.0
1990-04-02,50.8,43.8,116,,59.2,51.4,115,51.4,31.5,39.0
1990-04-03,50.3,43.9,115,,59.2,51.4,115,48.7,26.2,38.1
1990-04-04,50.2,44.0,114,,59.2,51.6,115,28.4,21.0,25.7
1990-04-05,50.3,44.4,113,,59.2,52.6,113,41.5,10.6,26.2
1990-04-06,50.6,44.4,114,,59.2,53.0,112,49.6,18.1,31.6
1990-04-07,50.2,44.4,113,,59.2,53.1,111,47.1,25.2,36.5
1990-04-08,50.2,44.7,112,,59.2,53.1,111,39.9,20.8,27.0
1990-04-09,50.2,45.2,111,,59.2,53.2,111,20.5,1.2,11.1
1990-04-10,50.4,45.2,112,,59.4,53.2,112,29.3,-1.1,15.8
1990-04-11,50.4,45.2,112,,59.4,53.5,111,41.9,14.7,29.1
1990-04-12,50.4,45.3,111,,59.4,53.6,111,36.3,30.0,31.6
1990-04-13,50.4,45.6,111,,59.8,53.8,111,36.1,25.9,32.0
1990-04-14,50.4,45.6,111,,60.0,54.0,111,40.5,31.1,34.2
1990-04-15,50.4,45.6,111,,60.0,54.2,111,48.0,22.8,34.9
1990-04-16,50.2,45.7,110,,60.0,54.6,110,43.9,18.5,28.4
1990-04-17,49.9,46.0,108,,60.1,54.8,110,54.0,17.2,37.2
1990-04-18,49.6,46.2,107,,60.1,54.8,110,48.4,31.6,41.2
1990-04-19,47.9,46.2,104,,60.1,54.8,110,53.1,27.0,41.0
1990-04-20,45.7,46.4,98,,60.1,55.0,109,54.5,32.4,42.8
1990-04-21,44.5,46.7,95,,60.1,55.1,109,49.3,32.4,39.6
1990-04-22,44.1,46.0,96,,60.1,55.1,109,48.2,34.0,38.8
1990-04-23,43.9,46.0,95,,60.2,55.2,109,40.8,32.4,35.8
1990-04-24,43.9,46.2,95,,60.4,55.2,109,37.9,30.6,33.1
1990-04-25,43.9,45.6,96,,60.6,55.8,109,32.9,26.8,29.3
1990-04-26,44.5,45.6,98,,61.0,55.8,109,33.6,25.2,28.6
1990-04-27,45.5,44.9,101,,62.1,55.9,111,36.1,23.7,28.6
1990-04-28,45.9,44.8,102,,62.3,56.1,111,26.4,14.7,19.9
1990-04-29,46.3,44.4,104,,62.6,56.2,111,27.5,7.7,18.1
1990-04-30,46.6,44.0,106,,62.7,56.2,112,38.3,11.5,27.1
1990-05-01,46.7,44.2,106,,62.7,56.2,112,41.4,21.0,32.4
1990-05-02,46.8,44.5,105,,62.8,56.3,112,40.3,28.2,33.1
1990-05-03,47.1,45.2,104,,62.9,56.4,112,53.8,27.3,39.6
1990-05-04,47.0,44.7,105,,62.9,56.6,111,57.9,30.7,43.2
1990-05-05,46.0,44.6,103,,62.9,56.7,111,63.7,31.8,49.6
1990-05-06,46.5,44.4,105,,62.9,56.9,111,55.2,23.7,41.2
1990-05-07,46.9,44.4,106,,63.2,57.0,111,33.1,18.5,25.0
1990-05-08,47.4,45.2,105,,63.8,57.2,112,31.3,14.4,23.5
1990-05-09,47.6,45.1,106,,64.0,57.8,111,41.4,13.8,28.9
1990-05-10,47.7,45.0,106,,64.1,57.8,111,43.3,23.2,32.4
1990-05-11,47.9,44.8,107,,64.1,57.8,111,48.6,23.0,35.2
1990-05-12,47.3,44.3,107,,64.2,58.0,111,34.9,29.5,32.0
1990-05-13,48.0,43.9,109,,64.6,58.8,110,43.7,26.6,32.0
1990-05-14,48.2,43.3,111,,64.9,58.8,110,39.9,28.9,32.4
1990-05-15,48.2,42.7,113,,65.0,58.8,111,40.5,27.9,31.8
1990-05-16,48.3,42.1,115,,65.2,59.0,111,45.0,23.9,33.3
1990-05-17,48.1,42.0,115,,65.3,59.0,111,50.2,24.1,35.4
1990-05-18,48.2,41.7,116,,65.3,59.2,110,38.5,31.6,33.1
1990-05-19,48.7,41.2,118,,65.9,59.4,111,39.4,26.4,33.1
1990-05-20,48.7,40.9,119,,66.0,59.4,111,50.5,24.6,34.5
1990-05-21,48.3,40.4,120,,66.4,59.5,112,45.0,28.2,35.8
1990-05-22,48.7,40.0,122,,66.5,59.6,112,55.4,28.6,43.5
1990-05-23,48.7,39.2,124,,66.6,59.8,111,56.3,35.2,43.3
1990-05-24,48.3,38.8,124,,66.6,60.2,111,50.2,30.6,38.8
1990-05-25,48.3,38.2,126,,67.4,60.3,112,33.3,30.4,31.6
1990-05-26,48.4,37.6,129,,68.2,60.4,113,39.0,30.2,33.6
1990-05-27,48.1,37.0,130,,68.3,60.8,112,54.5,29.7,42.3
1990-05-28,47.7,36.4,131,,68.3,61.0,112,46.9,38.5,42.3
1990-05-29,47.9,35.8,134,,68.5,61.1,112,55.8,38.1,45.3
1990-05-30,47.7,35.4,135,,68.7,61.2,112,47.5,33.4,39.2
1990-05-31,46.9,34.1,138,,68.8,61.2,112,47.7,30.0,36.9
1990-06-01,46.6,33.6,139,,70.0,61.2,114,33.4,29.3,30.9
1990-06-02,47.2,32.6,145,,71.1,61.2,116,38.5,28.9,33.4
1990-06-03,47.1,31.8,148,,71.3,61.3,116,50.4,30.7,39.7
1990-06-04,47.0,30.9,152,,71.6,61.3,117,42.1,32.2,36.5
1990-06-05,46.9,29.6,158,,71.8,61.3,117,47.7,33.3,39.6
1990-06-06,46.5,28.6,163,,71.8,61.3,117,52.5,29.8,42.3
1990-06-07,46.6,27.5,169,,72.2,62.1,116,41.2,33.8,37.4
1990-06-08,46.1,26.4,175,,72.4,62.3,116,42.8,34.0,38.5
1990-06-09,45.2,25.8,175,,72.4,62.6,116,61.0,32.9,47.5
1990-06-10,44.7,24.9,180,,72.5,62.6,116,57.7,33.1,43.7
1990-06-11,43.7,24.4,179,,72.9,62.6,116,32.9,29.5,31.1
1990-06-12,44.4,23.6,188,,74.2,63.0,118,33.6,28.9,31.5
1990-06-13,44.6,23.0,194,,74.6,63.0,118,41.0,31.1,34.2
1990-06-14,44.6,22.4,199,,74.7,63.5,118,44.6,29.8,37.2
1990-06-15,44.4,22.2,200,,74.7,63.7,117,55.9,27.3,41.2
1990-06-16,44.1,21.0,210,,74.7,64.0,117,57.2,30.9,42.8
1990-06-17,43.7,20.5,213,,74.8,64.0,117,52.5,36.0,44.6
1990-06-18,43.2,19.2,225,,74.8,65.2,115,55.4,34.5,46.0
1990-06-19,42.3,18.0,235,,74.9,65.3,115,56.7,35.6,45.5
1990-06-20,42.2,16.6,254,,75.2,66.2,114,54.3,31.6,41.7
1990-06-21,42.2,15.2,278,,75.4,66.4,114,59.9,30.2,44.8
1990-06-22,42.1,14.4,292,,75.4,66.6,113,70.7,37.4,54.5
1990-06-23,41.6,13.8,301,,75.5,66.8,113,66.0,39.0,53.4
1990-06-24,38.9,13.2,295,,75.5,67.0,113,71.2,36.1,54.9
1990-06-25,35.2,12.4,284,,75.5,67.0,113,69.3,39.6,55.8
1990-06-26,32.4,11.2,289,,75.8,67.3,113,71.1,39.4,56.5
1990-06-27,29.2,10.0,292,,76.0,67.5,113,62.8,39.6,51.8
1990-06-28,26.3,8.4,313,,76.0,67.5,113,56.7,40.5,47.3
1990-06-29,23.7,6.8,349,,76.4,67.5,113,67.5,33.1,50.9
1990-06-30,22.8,5.0,456,,76.4,67.9,113,72.7,42.3,59.0
1990-07-01,21.6,2.8,771,,76.5,68.3,112,70.7,39.9,56.3
1990-07-02,16.2,1.3,1246,,76.6,68.6,112,57.4,37.2,45.3
1990-07-03,15.0,0.5,3000,,77.6,68.8,113,48.7,34.3,39.9
1990-07-04,14.9,0.0,,,77.7,68.8,113,57.4,34.3,44.2
1990-07-05,13.7,0.0,,,77.7,68.9,113,62.8,35.2,48.7
1990-07-06,12.6,0.0,,,78.3,69.0,113,47.3,37.8,41.9
1990-07-07,9.2,0.0,,,79.3,69.0,115,52.3,35.8,42.6
1990-07-08,6.7,0.0,,,79.4,69.2,115,64.8,34.5,49.8
1990-07-09,3.7,0.0,,,79.4,69.2,115,67.8,39.4,54.7
1990-07-10,1.1,0.0,,,79.4,69.2,115,69.3,40.6,55.8
1990-07-11,0.0,0.0,,,79.4,69.4,114,75.2,42.6,59.7
1990-07-12,0.0,0.0,,,79.5,69.4,115,76.6,45.9,62.1
1990-07-13,0.0,0.0,,,79.5,69.5,114,72.7,48.7,61.7
1990-07-14,0.0,0.0,,,79.5,69.5,114,62.8,43.2,51.8
1990-07-15,0.0,0.0,,,79.6,69.5,115,68.0,41.2,56.5
1990-07-16,0.0,0.0,,,79.6,69.5,115,69.3,43.3,58.3
1990-07-17,0.0,0.0,,,79.6,69.5,115,65.7,39.0,52.7
1990-07-18,0.0,0.0,,,79.6,69.5,115,65.7,35.2,49.8
1990-07-19,0.0,0.0,,,79.6,69.5,115,48.4,38.3,42.6
1990-07-20,0.0,0.0,,,79.7,69.6,115,48.4,34.7,41.7
1990-07-21,0.0,0.0,,,79.7,69.6,115,59.2,31.5,45.3
1990-07-22,0.0,0.0,,,79.7,69.6,115,67.1,37.4,52.5
1990-07-23,0.0,0.0,,,79.7,69.6,115,66.9,41.2,54.5
1990-07-24,0.0,0.0,,,79.7,69.6,115,62.8,42.1,51.1
1990-07-25,0.0,0.0,,,80.1,69.6,115,50.5,43.9,46.4
1990-07-26,0.0,0.0,,,80.8,69.6,116,45.9,42.3,44.4
1990-07-27,0.0,0.0,,,83.1,69.6,119,57.9,44.1,49.1
1990-07-28,0.0,0.0,,,83.1,69.6,119,63.1,42.1,52.0
1990-07-29,0.0,0.0,,,83.1,69.6,119,64.9,41.2,53.2
1990-07-30,0.0,0.0,,,83.1,69.6,119,73.6,42.8,57.7
1990-07-31,0.0,0.0,,,83.2,69.6,120,64.4,43.3,53.6
1990-08-01,0.0,0.0,,,83.2,69.6,120,64.0,40.5,54.3
1990-08-02,0.0,0.0,,,83.2,69.6,120,62.8,41.4,52.3
1990-08-03,0.0,0.0,,,83.4,69.6,120,65.1,39.2,52.2
1990-08-04,0.0,0.0,,,83.4,69.6,120,72.7,41.4,56.7
1990-08-05,0.0,0.0,,,83.5,69.6,120,76.6,44.4,60.3
1990-08-06,0.0,0.0,,,83.5,69.6,120,76.5,47.3,64.4
1990-08-07,0.0,0.0,,,83.5,69.8,120,74.7,44.6,62.4
1990-08-08,0.0,0.0,,,83.5,69.8,120,75.6,51.6,63.7
1990-08-09,0.0,0.0,,,83.5,69.8,120,73.2,50.7,60.4
1990-08-10,0.0,0.0,,,83.5,69.9,119,72.7,47.5,59.0
1990-08-11,0.0,0.0,,,83.7,70.3,119,70.0,46.0,56.7
1990-08-12,0.0,0.0,,,83.7,70.3,119,74.3,44.4,57.9
1990-08-13,0.0,0.0,,,83.7,70.4,119,75.2,45.3,59.2
1990-08-14,0.0,0.0,,,83.7,70.5,119,79.2,46.9,62.8
1990-08-15,0.0,0.0,,,83.7,70.5,119,82.0,49.3,63.1
1990-08-16,0.0,0.0,,,83.8,70.5,119,71.8,43.7,57.0
1990-08-17,0.0,0.0,,,84.1,70.5,119,65.1,43.9,53.6
1990-08-18,0.0,0.0,,,84.1,70.5,119,65.7,44.6,52.5
1990-08-19,0.0,0.0,,,84.1,70.6,119,56.1,42.3,50.7
1990-08-20,0.0,0.0,,,84.5,70.6,120,66.6,44.6,54.0
1990-08-21,0.0,0.0,,,84.5,70.6,120,56.1,41.2,47.3
1990-08-22,0.0,0.0,,,84.5,70.6,120,47.7,43.2,45.3
1990-08-23,0.0,0.0,,,84.7,70.6,120,55.6,34.3,46.0
1990-08-24,0.0,0.0,,,85.1,70.6,121,47.3,30.9,38.8
1990-08-25,0.0,0.0,,,85.1,70.6,121,45.7,35.4,39.4
1990-08-26,0.0,0.0,,,85.2,70.8,120,49.8,33.8,41.2
1990-08-27,0.0,0.0,,,85.4,70.8,121,56.8,32.0,45.5
1990-08-28,0.0,0.0,,,85.5,70.8,121,62.8,37.0,51.6
1990-08-29,0.0,0.0,,,85.5,70.8,121,68.5,37.4,55.6
1990-08-30,0.0,0.0,,,85.6,70.8,121,61.7,41.5,46.2
1990-08-31,0.0,0.0,,,85.7,70.8,121,53.8,37.9,45.1
1990-09-01,0.0,0.0,,,85.7,70.9,121,62.2,32.2,46.4
1990-09-02,0.0,0.0,,,85.7,71.0,121,70.0,38.3,52.3
1990-09-03,0.0,0.0,,,85.7,71.2,120,68.4,37.6,50.2
1990-09-04,0.0,0.0,,,85.7,71.2,120,70.7,39.2,54.9
1990-09-05,0.0,0.0,,,85.7,71.2,120,71.2,41.9,56.8
1990-09-06,0.0,0.0,,,85.8,71.4,120,70.7,43.7,58.1
1990-09-07,0.0,0.0,,,85.8,71.4,120,72.1,47.7,59.7
1990-09-08,0.0,0.0,,,85.8,71.4,120,68.5,39.2,53.8
1990-09-09,0.0,0.0,,,85.8,71.4,120,66.4,37.6,53.4
1990-09-10,0.0,0.0,,,85.8,71.5,120,68.5,38.5,54.0
1990-09-11,0.0,0.0,,,85.8,71.5,120,70.5,38.1,55.6
1990-09-12,0.0,0.0,,,85.8,71.6,120,62.8,34.5,54.0
1990-09-13,0.0,0.0,,,85.8,71.7,120,59.0,30.0,41.9
1990-09-14,0.0,0.0,,,86.0,72.1,119,70.7,31.5,48.9
1990-09-15,0.0,0.0,,,86.0,72.2,119,72.7,38.1,53.4
1990-09-16,0.0,0.0,,,86.0,72.2,119,47.7,39.2,44.2
1990-09-17,0.0,0.0,,,86.0,72.6,118,53.4,34.0,41.5
1990-09-18,0.0,0.0,,,86.0,72.6,118,60.4,31.8,44.2
1990-09-19,0.0,0.0,,,86.0,72.7,118,57.6,33.4,44.1
