#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 917: Rocky Boy, MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Rocky Boy (917) 
# Montana  SNOTEL Site - 4700 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 11:40:10 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1975-07-23,0.0,0.0,,,,21.0,,,,
1975-07-24,0.0,0.0,,,,21.0,,,,
1975-07-25,0.0,0.0,,,,21.0,,,,
1975-07-26,0.0,0.0,,,,21.0,,,,
1975-07-27,0.0,0.0,,,,21.2,,,,
1975-07-28,0.0,0.0,,,,21.2,,,,
1975-07-29,0.0,0.0,,,,21.2,,,,
1975-07-30,0.0,0.0,,,,21.2,,,,
1975-07-31,0.0,0.0,,,,21.2,,,,
1975-08-01,0.0,0.0,,,,21.2,,,,
1975-08-02,0.0,0.0,,,,21.2,,,,
1975-08-03,0.0,0.0,,,,21.2,,,,
1975-08-04,0.0,0.0,,,,21.2,,,,
1975-08-05,0.0,0.0,,,,21.2,,,,
1975-08-06,0.0,0.0,,,,21.2,,,,
1975-08-07,0.0,0.0,,,,21.2,,,,
1975-08-08,0.0,0.0,,,,21.2,,,,
1975-08-09,0.0,0.0,,,,21.2,,,,
1975-08-10,0.0,0.0,,,,21.2,,,,
1975-08-11,0.0,0.0,,,,21.2,,,,
1975-08-12,0.0,0.0,,,,21.4,,,,
1975-08-13,0.0,0.0,,,,21.7,,,,
1975-08-14,0.0,0.0,,,,21.8,,,,
1975-08-15,0.0,0.0,,,,21.8,,,,
1975-08-16,0.0,0.0,,,,21.8,,,,
1975-08-17,0.0,0.0,,,,21.8,,,,
1975-08-18,0.0,0.0,,,,22.1,,,,
1975-08-19,0.0,0.0,,,,22.2,,,,
1975-08-20,0.0,0.0,,,,22.2,,,,
1975-08-21,0.0,0.0,,,,22.2,,,,
1975-08-22,0.0,0.0,,,,22.2,,,,
1975-08-23,0.0,0.0,,,,22.2,,,,
1975-08-24,0.0,0.0,,,,22.2,,,,
1975-08-25,0.0,0.0,,,,22.8,,,,
1975-08-26,0.0,0.0,,,,22.8,,,,
1975-08-27,0.0,0.0,,,,22.9,,,,
1975-08-28,0.0,0.0,,,,23.0,,,,
1975-08-29,0.0,0.0,,,,23.0,,,,
1975-08-30,0.0,0.0,,,,23.0,,,,
1975-08-31,0.0,0.0,,,,23.1,,,,
1975-09-01,0.0,0.0,,,,23.1,,,,
1975-09-02,0.0,0.0,,,,23.1,,,,
1975-09-03,0.0,0.0,,,,23.1,,,,
1975-09-04,0.0,0.0,,,,23.1,,,,
1975-09-05,0.0,0.0,,,,23.2,,,,
1975-09-06,0.0,0.0,,,,23.3,,,,
1975-09-07,0.0,0.0,,,,23.4,,,,
1975-09-08,0.0,0.0,,,,23.8,,,,
1975-09-09,0.0,0.0,,,,23.8,,,,
1975-09-10,0.0,0.0,,,,24.0,,,,
1975-09-11,0.0,0.0,,,,24.2,,,,
1975-09-12,0.0,0.0,,,,24.2,,,,
1975-09-13,0.0,0.0,,,,24.4,,,,
1975-09-14,0.0,0.0,,,,24.4,,,,
1975-09-15,0.0,0.0,,,,24.4,,,,
1975-09-16,0.0,0.0,,,,24.4,,,,
1975-09-17,0.0,0.0,,,,24.4,,,,
1975-09-18,0.0,0.0,,,,24.5,,,,
1975-09-19,0.0,0.0,,,,24.5,,,,
1975-09-20,0.0,0.0,,,,24.5,,,,
1975-09-21,0.0,0.0,,,,24.8,,,,
1975-09-22,0.0,0.0,,,,24.8,,,,
1975-09-23,0.0,0.0,,,,24.9,,,,
1975-09-24,0.0,0.0,,,,24.9,,,,
1975-09-25,0.0,0.0,,,,24.9,,,,
1975-09-26,0.0,0.0,,,,24.9,,,,
1975-09-27,0.0,0.0,,,,25.0,,,,
1975-09-28,0.0,0.0,,,,25.0,,,,
1975-09-29,0.0,0.0,,,,25.0,,,,
1975-09-30,0.0,0.0,,,,25.0,,,,
1975-10-01,0.0,0.0,,,,0.0,,,,
1975-10-02,0.0,0.0,,,,0.0,,,,
1975-10-03,0.0,0.0,,,,0.1,,,,
1975-10-04,0.0,0.0,,,,0.1,,,,
1975-10-05,0.0,0.0,,,,0.2,,,,
1975-10-06,0.0,0.0,,,,0.2,,,,
1975-10-07,0.0,0.0,,,,0.2,,,,
1975-10-08,0.0,0.0,,,,0.5,,,,
1975-10-09,0.0,0.0,,,,0.5,,,,
1975-10-10,0.0,0.0,,,,0.6,,,,
1975-10-11,0.0,0.0,,,,0.7,,,,
1975-10-12,0.0,0.0,,,,0.8,,,,
1975-10-13,0.0,0.0,,,,0.8,,,,
1975-10-14,0.0,0.0,,,,1.0,,,,
1975-10-15,0.0,0.0,,,,1.0,,,,
1975-10-16,0.0,0.0,,,,1.0,,,,
1975-10-17,0.0,0.0,,,,1.1,,,,
1975-10-18,0.0,0.0,,,,1.2,,,,
1975-10-19,0.0,0.0,,,,1.2,,,,
1975-10-20,0.0,0.0,,,,1.2,,,,
1975-10-21,0.0,0.0,,,,1.2,,,,
1975-10-22,0.0,0.0,,,,1.2,,,,
1975-10-23,0.0,0.0,,,,1.2,,,,
1975-10-24,0.0,0.0,,,,1.2,,,,
1975-10-25,0.0,0.0,,,,1.3,,,,
1975-10-26,0.0,0.0,,,,1.3,,,,
1975-10-27,0.1,0.0,,,,1.4,,,,
1975-10-28,0.2,0.0,,,,1.4,,,,
1975-10-29,0.2,0.0,,,,1.6,,,,
1975-10-30,0.1,0.0,,,,1.6,,,,
1975-10-31,0.0,0.0,,,,1.7,,,,
1975-11-01,0.0,0.0,,,,1.8,,,,
1975-11-02,0.0,0.0,,,,1.8,,,,
1975-11-03,0.0,0.0,,,,1.8,,,,
1975-11-04,0.0,0.1,0,,,1.8,,,,
1975-11-05,0.0,0.2,0,,,1.8,,,,
1975-11-06,0.0,0.2,0,,,1.8,,,,
1975-11-07,0.0,0.1,0,,,1.8,,,,
1975-11-08,0.0,0.2,0,,,1.8,,,,
1975-11-09,0.1,0.3,33,,,2.0,,,,
1975-11-10,0.5,0.4,125,,,2.0,,,,
1975-11-11,0.5,0.4,125,,,2.0,,,,
1975-11-12,0.5,0.4,125,,,2.2,,,,
1975-11-13,0.5,0.4,125,,,2.3,,,,
1975-11-14,0.2,0.4,50,,,2.4,,,,
1975-11-15,0.0,0.5,0,,,2.5,,,,
1975-11-16,0.0,0.4,0,,,2.6,,,,
1975-11-17,0.1,0.5,20,,,2.6,,,,
1975-11-18,0.3,0.6,50,,,2.8,,,,
1975-11-19,0.4,0.6,67,,,2.8,,,,
1975-11-20,0.4,0.6,67,,,2.9,,,,
1975-11-21,0.5,0.6,83,,,3.0,,,,
1975-11-22,0.8,0.6,133,,,3.2,,,,
1975-11-23,1.0,0.6,167,,,3.2,,,,
1975-11-24,1.3,0.6,217,,,3.2,,,,
1975-11-25,1.6,0.6,267,,,3.3,,,,
1975-11-26,1.8,0.6,300,,,3.4,,,,
1975-11-27,1.8,0.7,257,,,3.4,,,,
1975-11-28,2.0,0.8,250,,,3.6,,,,
1975-11-29,2.0,0.8,250,,,3.6,,,,
1975-11-30,2.3,0.8,288,,,3.6,,,,
1975-12-01,2.4,0.9,267,,,3.6,,,,
1975-12-02,2.5,1.0,250,,,3.6,,,,
1975-12-03,2.4,1.0,240,,,3.6,,,,
1975-12-04,2.3,1.0,230,,,3.8,,,,
1975-12-05,2.3,1.2,192,,,4.0,,,,
1975-12-06,2.3,1.2,192,,,4.0,,,,
1975-12-07,2.3,1.2,192,,,4.0,,,,
1975-12-08,2.3,1.2,192,,,4.0,,,,
1975-12-09,2.2,1.2,183,,,4.0,,,,
1975-12-10,2.3,1.2,192,,,4.2,,,,
1975-12-11,2.3,1.2,192,,,4.4,,,,
1975-12-12,2.3,1.2,192,,,4.4,,,,
1975-12-13,2.3,1.2,192,,,4.4,,,,
1975-12-14,2.3,1.2,192,,,4.6,,,,
1975-12-15,2.3,1.2,192,,,4.7,,,,
1975-12-16,2.4,1.2,200,,,4.8,,,,
1975-12-17,2.6,1.2,217,,,4.8,,,,
1975-12-18,2.6,1.3,200,,,4.8,,,,
1975-12-19,2.7,1.4,193,,,4.9,,,,
1975-12-20,2.7,1.4,193,,,5.0,,,,
1975-12-21,2.7,1.4,193,,,5.0,,,,
1975-12-22,2.7,1.4,193,,,5.0,,,,
1975-12-23,2.7,1.4,193,,,5.2,,,,
1975-12-24,2.7,1.6,169,,,5.4,,,,
1975-12-25,2.7,1.6,169,,,5.4,,,,
1975-12-26,2.8,1.6,175,,,5.4,,,,
1975-12-27,3.3,1.8,183,,,5.5,,,,
1975-12-28,3.2,2.0,160,,,5.5,,,,
1975-12-29,3.3,2.0,165,,,5.5,,,,
1975-12-30,3.4,2.1,162,,,5.6,,,,
1975-12-31,3.4,2.2,155,,,5.8,,,,
1976-01-01,3.4,2.2,155,,,5.8,,,,
1976-01-02,3.4,2.2,155,,,5.9,,,,
1976-01-03,3.5,2.2,159,,,6.0,,,,
1976-01-04,3.6,2.2,164,,,6.0,,,,
1976-01-05,3.5,2.4,146,,,6.0,,,,
1976-01-06,3.5,2.4,146,,,6.0,,,,
1976-01-07,3.7,2.5,148,,,6.0,,,,
1976-01-08,3.7,2.6,142,,,6.2,,,,
1976-01-09,3.7,2.6,142,,,6.4,,,,
1976-01-10,3.7,2.7,137,,,6.4,,,,
1976-01-11,3.9,2.7,144,,,6.5,,,,
1976-01-12,3.8,2.8,136,,,6.6,,,,
1976-01-13,3.8,2.8,136,,,6.6,,,,
1976-01-14,3.8,2.8,136,,,6.6,,,,
1976-01-15,3.8,2.8,136,,,6.6,,,,
1976-01-16,3.9,2.8,139,,,6.6,,,,
1976-01-17,4.0,2.8,143,,,6.7,,,,
1976-01-18,3.8,3.0,127,,,6.7,,,,
1976-01-19,3.7,3.0,123,,,6.8,,,,
1976-01-20,3.7,3.0,123,,,6.8,,,,
1976-01-21,3.6,3.1,116,,,6.8,,,,
1976-01-22,3.6,3.1,116,,,6.8,,,,
1976-01-23,3.6,3.1,116,,,6.8,,,,
1976-01-24,3.5,3.1,113,,,6.8,,,,
1976-01-25,3.4,3.2,106,,,6.8,,,,
1976-01-26,3.5,3.2,109,,,6.8,,,,
1976-01-27,3.8,3.2,119,,,6.8,,,,
1976-01-28,3.7,3.2,116,,,6.8,,,,
1976-01-29,3.7,3.2,116,,,6.8,,,,
1976-01-30,3.5,3.2,109,,,6.9,,,,
1976-01-31,3.6,3.2,113,,,7.2,,,,
1976-02-01,3.6,3.2,113,,,7.2,,,,
1976-02-02,3.6,3.2,113,,,7.2,,,,
1976-02-03,3.2,3.2,100,,,7.2,,,,
1976-02-04,3.0,3.2,94,,,7.2,,,,
1976-02-05,3.0,3.4,88,,,7.4,,,,
1976-02-06,3.7,3.4,109,,,7.4,,,,
1976-02-07,3.8,3.4,112,,,7.4,,,,
1976-02-08,3.9,3.4,115,,,7.4,,,,
1976-02-09,3.6,3.6,100,,,7.4,,,,
1976-02-10,3.4,3.6,94,,,7.4,,,,
1976-02-11,3.7,3.6,103,,,7.6,,,,
1976-02-12,3.8,3.7,103,,,7.6,,,,
1976-02-13,3.9,3.7,105,,,7.6,,,,
1976-02-14,3.9,3.7,105,,,7.8,,,,
1976-02-15,3.8,3.8,100,,,7.8,,,,
1976-02-16,3.9,3.7,105,,,7.8,,,,
1976-02-17,4.0,3.8,105,,,7.8,,,,
1976-02-18,3.6,3.8,95,,,7.9,,,,
1976-02-19,3.5,3.8,92,,,8.0,,,,
1976-02-20,3.5,3.8,92,,,8.0,,,,
1976-02-21,3.7,3.9,95,,,8.1,,,,
1976-02-22,3.8,4.0,95,,,8.1,,,,
1976-02-23,3.7,4.0,93,,,8.1,,,,
1976-02-24,3.6,4.0,90,,,8.1,,,,
1976-02-25,3.7,4.2,88,,,8.2,,,,
1976-02-26,3.6,4.2,86,,,8.2,,,,
1976-02-27,3.7,4.2,88,,,8.4,,,,
1976-02-28,3.5,4.4,80,,,8.6,,,,
1976-02-29,3.7,4.3,86,,,8.6,,,,
1976-03-01,3.8,4.4,86,,,8.7,,,,
1976-03-02,3.7,4.4,84,,,8.8,,,,
1976-03-03,3.8,4.4,86,,,8.8,,,,
1976-03-04,3.9,4.4,89,,,8.8,,,,
1976-03-05,4.1,4.4,93,,,8.9,,,,
1976-03-06,4.2,4.4,95,,,9.0,,,,
1976-03-07,4.2,4.6,91,,,9.0,,,,
1976-03-08,4.2,4.6,91,,,9.0,,,,
1976-03-09,4.3,4.6,93,,,9.0,,,,
1976-03-10,4.2,4.6,91,,,9.0,,,,
1976-03-11,4.1,4.6,89,,,9.0,,,,
1976-03-12,4.1,4.5,91,,,9.0,,,,
1976-03-13,4.0,4.4,91,,,9.0,,,,
1976-03-14,4.3,4.4,98,,,9.0,,,,
1976-03-15,4.6,4.4,105,,,9.0,,,,
1976-03-16,4.6,4.4,105,,,9.0,,,,
1976-03-17,4.4,4.4,100,,,9.2,,,,
1976-03-18,4.6,4.4,105,,,9.2,,,,
1976-03-19,4.4,4.3,102,,,9.3,,,,
1976-03-20,4.6,4.4,105,,,9.4,,,,
1976-03-21,4.5,4.4,102,,,9.6,,,,
1976-03-22,4.6,4.5,102,,,9.6,,,,
1976-03-23,4.4,4.6,96,,,9.6,,,,
1976-03-24,4.5,4.4,102,,,9.6,,,,
1976-03-25,4.5,4.2,107,,,9.6,,,,
1976-03-26,4.4,4.1,107,,,9.7,,,,
1976-03-27,4.3,3.9,110,,,9.7,,,,
1976-03-28,4.3,3.8,113,,,9.8,,,,
1976-03-29,4.2,3.6,117,,,9.8,,,,
1976-03-30,4.5,3.8,118,,,9.9,,,,
1976-03-31,4.3,3.8,113,,,9.9,,,,
1976-04-01,3.9,3.6,108,,,10.0,,,,
1976-04-02,3.9,3.4,115,,,10.0,,,,
1976-04-03,4.2,3.2,131,,,10.0,,,,
1976-04-04,4.0,3.0,133,,,10.1,,,,
1976-04-05,3.6,3.3,109,,,10.2,,,,
1976-04-06,3.2,3.4,94,,,10.2,,,,
1976-04-07,2.4,3.0,80,,,10.2,,,,
1976-04-08,1.6,2.6,62,,,10.2,,,,
1976-04-09,1.0,2.2,45,,,10.2,,,,
1976-04-10,0.7,2.0,35,,,10.2,,,,
1976-04-11,0.6,2.2,27,,,10.3,,,,
1976-04-12,0.5,2.1,24,,,10.3,,,,
1976-04-13,0.4,1.9,21,,,10.3,,,,
1976-04-14,0.4,1.6,25,,,10.4,,,,
1976-04-15,0.3,1.8,17,,,10.8,,,,
1976-04-16,0.3,1.4,21,,,10.8,,,,
1976-04-17,0.2,1.0,20,,,10.8,,,,
1976-04-18,0.3,0.6,50,,,10.8,,,,
1976-04-19,0.2,0.2,100,,,10.8,,,,
1976-04-20,0.2,0.2,100,,,10.8,,,,
1976-04-21,0.2,0.0,,,,11.0,,,,
1976-04-22,0.2,0.0,,,,11.0,,,,
1976-04-23,0.1,0.0,,,,11.0,,,,
1976-04-24,0.1,0.0,,,,11.1,,,,
1976-04-25,0.1,0.0,,,,11.1,,,,
1976-04-26,0.0,0.0,,,,11.1,,,,
1976-04-27,0.0,0.0,,,,11.2,,,,
1976-04-28,0.0,0.0,,,,11.4,,,,
1976-04-29,0.0,0.0,,,,11.9,,,,
1976-04-30,0.0,0.0,,,,12.4,,,,
1976-05-01,0.0,0.0,,,,12.5,,,,
1976-05-02,0.0,0.0,,,,12.5,,,,
1976-05-03,0.0,0.0,,,,12.5,,,,
1976-05-04,0.0,0.0,,,,12.5,,,,
1976-05-05,0.0,0.0,,,,13.0,,,,
1976-05-06,0.0,0.0,,,,13.1,,,,
1976-05-07,0.0,0.0,,,,13.2,,,,
1976-05-08,0.0,0.0,,,,13.2,,,,
1976-05-09,0.0,0.0,,,,13.2,,,,
1976-05-10,0.0,0.0,,,,13.4,,,,
1976-05-11,0.0,0.0,,,,13.6,,,,
1976-05-12,0.0,0.0,,,,14.2,,,,
1976-05-13,0.0,0.0,,,,14.2,,,,
1976-05-14,0.0,0.0,,,,14.2,,,,
1976-05-15,0.0,0.0,,,,14.3,,,,
1976-05-16,0.0,0.0,,,,14.4,,,,
1976-05-17,0.0,0.0,,,,14.4,,,,
1976-05-18,0.0,0.0,,,,14.4,,,,
1976-05-19,0.0,0.0,,,,14.4,,,,
1976-05-20,0.0,0.0,,,,14.5,,,,
1976-05-21,0.0,0.0,,,,14.5,,,,
1976-05-22,0.0,0.0,,,,14.5,,,,
1976-05-23,0.0,0.0,,,,14.6,,,,
1976-05-24,0.0,0.0,,,,14.9,,,,
1976-05-25,0.0,0.0,,,,15.2,,,,
1976-05-26,0.0,0.0,,,,15.2,,,,
1976-05-27,0.0,0.0,,,,15.3,,,,
1976-05-28,0.0,0.0,,,,15.4,,,,
1976-05-29,0.0,0.0,,,,15.5,,,,
1976-05-30,0.0,0.0,,,,16.0,,,,
1976-05-31,0.0,0.0,,,,16.0,,,,
1976-06-01,0.0,0.0,,,,16.2,,,,
1976-06-02,0.0,0.0,,,,16.2,,,,
1976-06-03,0.0,0.0,,,,16.6,,,,
1976-06-04,0.0,0.0,,,,16.6,,,,
1976-06-05,0.0,0.0,,,,16.6,,,,
1976-06-06,0.0,0.0,,,,16.6,,,,
1976-06-07,0.0,0.0,,,,17.0,,,,
1976-06-08,0.0,0.0,,,,17.5,,,,
1976-06-09,0.0,0.0,,,,17.8,,,,
1976-06-10,0.0,0.0,,,,18.0,,,,
1976-06-11,0.0,0.0,,,,18.0,,,,
1976-06-12,0.0,0.0,,,,18.0,,,,
1976-06-13,0.0,0.0,,,,18.2,,,,
1976-06-14,0.0,0.0,,,,18.2,,,,
1976-06-15,0.0,0.0,,,,18.3,,,,
1976-06-16,0.0,0.0,,,,18.4,,,,
1976-06-17,0.0,0.0,,,,18.4,,,,
1976-06-18,0.0,0.0,,,,18.4,,,,
1976-06-19,0.0,0.0,,,,18.4,,,,
1976-06-20,0.0,0.0,,,,18.8,,,,
1976-06-21,0.0,0.0,,,,18.8,,,,
1976-06-22,0.0,0.0,,,,18.8,,,,
1976-06-23,0.0,0.0,,,,19.2,,,,
1976-06-24,0.0,0.0,,,,19.2,,,,
1976-06-25,0.0,0.0,,,,19.2,,,,
1976-06-26,0.0,0.0,,,,19.2,,,,
1976-06-27,0.0,0.0,,,,19.3,,,,
1976-06-28,0.0,0.0,,,,20.0,,,,
1976-06-29,0.0,0.0,,,,20.0,,,,
1976-06-30,0.0,0.0,,,,20.0,,,,
1976-07-01,0.0,0.0,,,,20.2,,,,
1976-07-02,0.0,0.0,,,,20.2,,,,
1976-07-03,0.0,0.0,,,,20.2,,,,
1976-07-04,0.0,0.0,,,,20.2,,,,
1976-07-05,0.0,0.0,,,,20.2,,,,
1976-07-06,0.0,0.0,,,,20.2,,,,
1976-07-07,0.0,0.0,,,,20.2,,,,
1976-07-08,0.0,0.0,,,,20.2,,,,
1976-07-09,0.0,0.0,,,,20.8,,,,
1976-07-10,0.0,0.0,,,,20.8,,,,
1976-07-11,0.0,0.0,,,,20.8,,,,
1976-07-12,0.0,0.0,,,,20.8,,,,
1976-07-13,0.0,0.0,,,,20.8,,,,
1976-07-14,0.0,0.0,,,,20.8,,,,
1976-07-15,0.0,0.0,,,,20.9,,,,
1976-07-16,0.0,0.0,,,,21.0,,,,
1976-07-17,0.0,0.0,,,,21.0,,,,
1976-07-18,0.0,0.0,,,,21.0,,,,
1976-07-19,0.0,0.0,,,,21.0,,,,
1976-07-20,0.0,0.0,,,,21.0,,,,
1976-07-21,0.0,0.0,,,,21.0,,,,
1976-07-22,0.0,0.0,,,,21.0,,,,
1976-07-23,0.0,0.0,,,,21.0,,,,
1976-07-24,0.0,0.0,,,,21.0,,,,
1976-07-25,0.0,0.0,,,,21.0,,,,
1976-07-26,0.0,0.0,,,,21.0,,,,
1976-07-27,0.0,0.0,,,,21.2,,,,
1976-07-28,0.0,0.0,,,,21.2,,,,
1976-07-29,0.0,0.0,,,,21.2,,,,
1976-07-30,0.0,0.0,,,,21.2,,,,
1976-07-31,0.0,0.0,,,,21.2,,,,
1976-08-01,0.0,0.0,,,,21.2,,,,
1976-08-02,0.0,0.0,,,,21.2,,,,
1976-08-03,0.0,0.0,,,,21.2,,,,
1976-08-04,0.0,0.0,,,,21.2,,,,
1976-08-05,0.0,0.0,,,,21.2,,,,
1976-08-06,0.0,0.0,,,,21.2,,,,
1976-08-07,0.0,0.0,,,,21.2,,,,
1976-08-08,0.0,0.0,,,,21.2,,,,
1976-08-09,0.0,0.0,,,,21.2,,,,
1976-08-10,0.0,0.0,,,,21.2,,,,
1976-08-11,0.0,0.0,,,,21.2,,,,
1976-08-12,0.0,0.0,,,,21.4,,,,
1976-08-13,0.0,0.0,,,,21.7,,,,
1976-08-14,0.0,0.0,,,,21.8,,,,
1976-08-15,0.0,0.0,,,,21.8,,,,
1976-08-16,0.0,0.0,,,,21.8,,,,
1976-08-17,0.0,0.0,,,,21.8,,,,
1976-08-18,0.0,0.0,,,,22.1,,,,
1976-08-19,0.0,0.0,,,,22.2,,,,
1976-08-20,0.0,0.0,,,,22.2,,,,
1976-08-21,0.0,0.0,,,,22.2,,,,
1976-08-22,0.0,0.0,,,,22.2,,,,
1976-08-23,0.0,0.0,,,,22.2,,,,
1976-08-24,0.0,0.0,,,,22.2,,,,
1976-08-25,0.0,0.0,,,,22.8,,,,
1976-08-26,0.0,0.0,,,,22.8,,,,
1976-08-27,0.0,0.0,,,,22.9,,,,
1976-08-28,0.0,0.0,,,,23.0,,,,
1976-08-29,0.0,0.0,,,,23.0,,,,
1976-08-30,0.0,0.0,,,,23.0,,,,
1976-08-31,0.0,0.0,,,,23.1,,,,
1976-09-01,0.0,0.0,,,,23.1,,,,
1976-09-02,0.0,0.0,,,,23.1,,,,
1976-09-03,0.0,0.0,,,,23.1,,,,
1976-09-04,0.0,0.0,,,,23.1,,,,
1976-09-05,0.0,0.0,,,,23.2,,,,
1976-09-06,0.0,0.0,,,,23.3,,,,
1976-09-07,0.0,0.0,,,,23.4,,,,
1976-09-08,0.0,0.0,,,,23.8,,,,
1976-09-09,0.0,0.0,,,,23.8,,,,
1976-09-10,0.0,0.0,,,,24.0,,,,
1976-09-11,0.0,0.0,,,,24.2,,,,
1976-09-12,0.0,0.0,,,,24.2,,,,
1976-09-13,0.0,0.0,,,,24.4,,,,
1976-09-14,0.0,0.0,,,,24.4,,,,
1976-09-15,0.0,0.0,,,,24.4,,,,
1976-09-16,0.0,0.0,,,,24.4,,,,
1976-09-17,0.0,0.0,,,,24.4,,,,
1976-09-18,0.0,0.0,,,,24.5,,,,
1976-09-19,0.0,0.0,,,,24.5,,,,
1976-09-20,0.0,0.0,,,,24.5,,,,
1976-09-21,0.0,0.0,,,,24.8,,,,
1976-09-22,0.0,0.0,,,,24.8,,,,
1976-09-23,0.0,0.0,,,,24.9,,,,
1976-09-24,0.0,0.0,,,,24.9,,,,
1976-09-25,0.0,0.0,,,,24.9,,,,
1976-09-26,0.0,0.0,,,,24.9,,,,
1976-09-27,0.0,0.0,,,,25.0,,,,
1976-09-28,0.0,0.0,,,,25.0,,,,
1976-09-29,0.0,0.0,,,,25.0,,,,
1976-09-30,0.0,0.0,,,,25.0,,,,
1976-10-01,0.0,0.0,,,,0.0,,,,
1976-10-02,0.0,0.0,,,,0.0,,,,
1976-10-03,0.0,0.0,,,,0.1,,,,
1976-10-04,0.0,0.0,,,,0.1,,,,
1976-10-05,0.1,0.0,,,,0.2,,,,
1976-10-06,0.0,0.0,,,,0.2,,,,
1976-10-07,0.0,0.0,,,,0.2,,,,
1976-10-08,0.0,0.0,,,,0.5,,,,
1976-10-09,0.0,0.0,,,,0.5,,,,
1976-10-10,0.0,0.0,,,,0.6,,,,
1976-10-11,0.0,0.0,,,,0.7,,,,
1976-10-12,0.0,0.0,,,,0.8,,,,
1976-10-13,0.0,0.0,,,,0.8,,,,
1976-10-14,0.0,0.0,,,,1.0,,,,
1976-10-15,0.0,0.0,,,,1.0,,,,
1976-10-16,0.0,0.0,,,,1.0,,,,
1976-10-17,0.0,0.0,,,,1.1,,,,
1976-10-18,0.0,0.0,,,,1.2,,,,
1976-10-19,0.0,0.0,,,,1.2,,,,
1976-10-20,0.0,0.0,,,,1.2,,,,
1976-10-21,0.0,0.0,,,,1.2,,,,
1976-10-22,0.1,0.0,,,,1.2,,,,
1976-10-23,0.1,0.0,,,,1.2,,,,
1976-10-24,0.2,0.0,,,,1.2,,,,
