#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 613: Many Glacier, MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Many Glacier (613) 
# Montana  SNOTEL Site - 4900 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 11:37:19 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1989-02-23,12.6,10.6,119,,25.5,24.0,106,32.5,28.9,30.6
1989-02-24,12.6,10.8,117,,25.5,24.4,105,39.0,27.0,33.1
1989-02-25,12.6,10.8,117,,25.6,24.6,104,34.7,16.5,23.9
1989-02-26,12.8,10.8,119,,25.6,25.0,102,27.5,9.7,21.7
1989-02-27,13.1,10.8,121,,25.8,25.5,101,23.7,5.2,15.3
1989-02-28,13.3,10.8,123,,25.9,25.5,102,4.8,-14.6,-6.2
1989-03-01,13.5,10.8,125,,26.1,25.7,102,3.9,-15.3,-5.6
1989-03-02,13.6,10.9,125,,26.2,26.0,101,0.1,-23.8,-7.6
1989-03-03,13.6,11.0,124,,26.2,26.1,100,20.3,-32.4,-3.6
1989-03-04,13.7,11.0,125,,26.3,26.3,100,39.9,0.5,22.1
1989-03-05,13.7,11.2,122,,26.3,26.4,100,28.9,27.5,28.2
1989-03-06,13.9,11.4,122,,26.4,26.6,99,38.5,33.3,35.2
1989-03-07,13.8,11.5,120,,26.7,26.6,100,34.3,30.0,31.8
1989-03-08,13.8,11.6,119,,26.8,26.6,101,37.0,28.9,32.9
1989-03-09,14.1,11.6,122,,27.1,26.6,102,41.9,32.2,37.0
1989-03-10,14.1,11.8,119,,28.8,26.6,108,45.5,26.4,37.6
1989-03-11,14.0,12.0,117,,29.0,26.6,109,40.1,20.5,29.5
1989-03-12,14.2,12.3,115,,29.2,26.8,109,53.2,24.6,36.5
1989-03-13,14.2,12.4,115,,29.3,26.8,109,29.5,11.1,19.9
1989-03-14,14.6,12.4,118,,29.7,26.8,111,12.2,10.2,10.6
1989-03-15,15.2,12.4,123,,30.3,27.6,110,23.4,2.8,12.4
1989-03-16,15.8,12.6,125,,30.9,27.8,111,13.8,-3.1,5.4
1989-03-17,15.9,12.6,126,,31.0,27.8,112,27.3,-5.8,13.6
1989-03-18,16.0,12.6,127,,31.1,27.9,111,43.0,25.3,30.7
1989-03-19,16.0,12.7,126,,31.1,28.0,111,35.8,11.1,23.2
1989-03-20,16.0,12.8,125,,31.1,28.0,111,40.3,25.7,32.0
1989-03-21,16.1,12.8,126,,31.1,28.1,111,37.9,30.4,33.4
1989-03-22,16.3,12.8,127,,31.2,28.1,111,38.7,24.3,29.5
1989-03-23,16.3,12.6,129,,31.3,28.1,111,41.7,21.7,30.0
1989-03-24,16.5,12.5,132,,31.3,28.2,111,46.4,25.2,34.0
1989-03-25,16.3,12.4,131,,31.3,28.2,111,42.3,32.4,36.0
1989-03-26,16.1,12.4,130,,31.5,28.4,111,45.7,32.0,35.2
1989-03-27,16.1,12.6,128,,31.6,28.4,111,33.3,30.6,32.0
1989-03-28,16.3,12.6,129,,32.1,28.5,113,41.4,28.2,32.4
1989-03-29,16.6,12.6,132,,32.4,28.6,113,39.7,18.1,29.8
1989-03-30,17.0,12.6,135,,32.7,28.8,114,39.2,19.2,31.1
1989-03-31,17.1,12.8,134,,32.7,28.9,113,38.8,25.9,31.6
1989-04-01,17.3,12.6,137,,33.2,28.9,115,34.3,24.6,28.2
1989-04-02,17.6,12.4,142,,33.4,29.0,115,30.7,25.2,27.9
1989-04-03,17.8,12.6,141,,33.7,29.0,116,39.9,24.3,29.7
1989-04-04,17.8,12.5,142,,33.9,29.0,117,39.9,27.1,33.6
1989-04-05,18.1,12.4,146,,34.0,29.2,116,39.9,29.3,34.2
1989-04-06,18.1,12.4,146,,34.5,29.4,117,46.0,30.0,37.0
1989-04-07,18.1,12.4,146,,35.2,29.7,119,50.7,27.0,40.8
1989-04-08,18.0,12.4,145,,35.3,29.7,119,35.2,7.7,24.3
1989-04-09,17.8,12.2,146,,35.3,29.8,118,43.9,1.8,22.1
1989-04-10,17.8,11.6,153,,35.4,30.0,118,53.1,4.1,30.2
1989-04-11,17.5,11.1,158,,35.4,30.1,118,54.1,19.8,37.9
1989-04-12,16.8,11.0,153,,35.4,30.1,118,35.6,26.1,27.7
1989-04-13,16.3,10.7,152,,35.4,30.4,116,61.3,26.1,42.4
1989-04-14,15.8,10.5,150,,35.4,30.4,116,60.8,24.8,44.6
1989-04-15,15.0,10.4,144,,35.4,30.8,115,56.3,34.3,46.9
1989-04-16,13.9,10.4,134,,35.4,31.0,114,33.1,15.4,23.2
1989-04-17,14.0,10.0,140,,35.5,31.0,115,48.9,14.9,33.4
1989-04-18,13.8,9.4,147,,35.5,31.2,114,56.7,36.3,46.6
1989-04-19,12.8,8.6,149,,35.5,31.4,113,65.7,31.8,48.0
1989-04-20,12.0,7.8,154,,35.5,31.4,113,67.5,31.6,50.2
1989-04-21,10.7,7.2,149,,35.5,31.6,112,65.1,31.5,48.6
1989-04-22,9.5,6.6,144,,35.6,31.6,113,46.4,30.4,38.3
1989-04-23,8.8,5.9,149,,35.8,31.7,113,46.0,29.8,33.4
1989-04-24,8.4,5.0,168,,35.8,31.8,113,41.9,29.5,34.9
1989-04-25,8.2,5.0,164,,35.9,31.8,113,31.5,30.4,30.7
1989-04-26,8.4,4.6,183,,36.2,32.0,113,31.5,30.4,30.7
1989-04-27,8.2,4.1,200,,36.3,32.3,112,34.2,28.9,30.9
1989-04-28,8.5,3.4,250,,36.6,32.4,113,46.2,24.4,34.5
1989-04-29,7.9,2.4,329,,36.6,32.4,113,57.2,19.9,38.8
1989-04-30,6.9,1.8,383,,36.6,32.5,113,63.1,19.6,41.7
1989-05-01,5.5,1.5,367,,36.6,32.6,112,63.7,26.4,47.1
1989-05-02,4.3,1.0,430,,36.6,32.8,112,44.1,31.1,37.0
1989-05-03,4.2,0.6,700,,36.9,32.8,113,52.7,32.0,40.1
1989-05-04,2.8,0.4,700,,37.3,33.0,113,59.9,30.9,45.0
1989-05-05,1.5,0.2,750,,37.3,33.3,112,63.7,27.3,48.7
1989-05-06,0.0,0.0,,,37.3,33.4,112,68.4,43.7,55.2
1989-05-07,0.0,0.0,,,37.3,33.6,111,60.3,34.9,48.4
1989-05-08,0.0,0.0,,,37.5,33.8,111,66.9,29.3,47.7
1989-05-09,0.0,0.0,,,37.6,33.8,111,71.8,27.1,49.1
1989-05-10,0.0,0.0,,,37.6,33.8,111,61.2,34.9,49.5
1989-05-11,0.0,0.0,,,37.6,33.8,111,52.7,33.4,41.5
1989-05-12,0.0,0.0,,,37.6,34.0,111,57.4,27.0,42.3
1989-05-13,0.0,0.0,,,37.7,34.0,111,52.9,29.8,41.0
1989-05-14,0.0,0.0,,,37.7,34.0,111,62.4,28.4,43.5
1989-05-15,0.0,0.0,,,37.7,34.0,111,67.5,25.2,48.0
1989-05-16,0.0,0.0,,,37.7,34.0,111,59.0,33.6,44.6
1989-05-17,0.0,0.0,,,37.8,34.0,111,50.9,36.0,41.7
1989-05-18,0.0,0.0,,,38.1,34.0,112,42.8,29.3,36.3
1989-05-19,0.0,0.0,,,38.7,34.0,114,36.5,28.6,32.5
1989-05-20,0.0,0.0,,,38.9,34.2,114,52.3,34.2,43.3
1989-05-21,0.0,0.0,,,39.1,34.4,114,59.0,40.5,48.7
1989-05-22,0.0,0.0,,,39.1,34.4,114,63.3,33.6,49.6
1989-05-23,0.0,0.0,,,39.1,34.4,114,53.6,35.2,44.6
1989-05-24,0.0,0.0,,,39.8,35.0,114,36.5,30.2,33.1
1989-05-25,0.0,0.0,,,39.9,35.6,112,52.0,31.6,38.3
1989-05-26,0.0,0.0,,,39.9,36.0,111,52.9,36.7,42.3
1989-05-27,0.0,0.0,,,39.9,36.1,111,50.9,31.5,38.5
1989-05-28,0.5,0.0,,,40.8,36.2,113,33.8,27.9,29.8
1989-05-29,1.1,0.0,,,41.5,36.4,114,50.9,27.5,36.0
1989-05-30,1.0,0.0,,,41.5,36.6,113,63.0,26.6,46.4
1989-05-31,0.2,0.0,,,41.5,36.6,113,64.9,34.7,50.5
1989-06-01,0.1,0.0,,,41.5,36.6,113,70.2,45.0,56.1
1989-06-02,0.0,0.0,,,41.5,36.6,113,66.7,37.6,49.8
1989-06-03,0.0,0.0,,,41.8,36.6,114,50.9,37.9,43.2
1989-06-04,0.0,0.0,,,42.1,36.7,115,72.9,31.5,52.0
1989-06-05,0.0,0.0,,,42.2,37.0,114,76.8,39.7,60.4
1989-06-06,0.0,0.0,,,42.2,37.1,114,77.5,47.7,63.9
1989-06-07,0.0,0.0,,,42.2,37.1,114,72.1,39.4,55.8
1989-06-08,0.0,0.0,,,42.2,37.1,114,80.6,36.7,58.6
1989-06-09,0.0,0.0,,,42.2,37.2,113,57.0,39.9,45.0
1989-06-10,0.0,0.0,,,42.2,37.5,113,46.0,38.5,42.1
1989-06-11,0.0,0.0,,,42.2,38.2,110,59.0,38.8,48.9
1989-06-12,0.0,0.0,,,44.9,38.2,118,74.1,31.5,54.0
1989-06-13,0.0,0.0,,,45.0,38.2,118,76.5,32.9,57.7
1989-06-14,0.0,0.0,,,45.0,38.4,117,64.6,45.0,55.4
1989-06-15,0.0,0.0,,,45.0,38.4,117,69.4,49.3,57.6
1989-06-16,0.0,0.0,,,45.0,38.4,117,57.0,41.0,48.6
1989-06-17,0.0,0.0,,,45.0,38.9,116,61.2,42.1,51.4
1989-06-18,0.0,0.0,,,45.1,39.2,115,66.0,47.3,56.3
1989-06-19,0.0,0.0,,,45.1,39.7,114,63.3,38.7,47.3
1989-06-20,0.0,0.0,,,45.3,40.0,113,57.0,36.0,44.6
1989-06-21,0.0,0.0,,,46.1,40.0,115,61.7,39.9,50.0
1989-06-22,0.0,0.0,,,46.1,40.1,115,68.2,36.9,46.9
1989-06-23,0.0,0.0,,,46.2,40.4,114,60.1,34.3,45.5
1989-06-24,0.0,0.0,,,46.4,40.6,114,67.8,30.2,49.1
1989-06-25,0.0,0.0,,,46.6,40.8,114,65.1,37.0,48.0
1989-06-26,0.0,0.0,,,46.6,41.0,114,72.0,40.5,58.6
1989-06-27,0.0,0.0,,,46.9,41.0,114,69.1,43.0,57.2
1989-06-28,0.0,0.0,,,46.9,41.0,114,78.8,35.2,58.6
1989-06-29,0.0,0.0,,,46.9,41.0,114,79.5,43.7,62.1
1989-06-30,0.0,0.0,,,46.9,41.1,114,79.2,39.7,61.3
1989-07-01,0.0,0.0,,,47.0,41.2,114,63.0,42.4,51.1
1989-07-02,0.0,0.0,,,47.2,41.4,114,60.8,41.2,50.9
1989-07-03,0.0,0.0,,,47.2,41.4,114,75.4,34.3,60.4
1989-07-04,0.0,0.0,,,47.2,41.4,114,78.1,47.8,64.4
1989-07-05,0.0,0.0,,,47.3,41.4,114,73.8,39.0,56.7
1989-07-06,0.0,0.0,,,47.3,41.4,114,81.3,32.2,59.7
1989-07-07,0.0,0.0,,,47.3,41.4,114,84.6,39.0,64.8
1989-07-08,0.0,0.0,,,47.3,41.4,114,69.4,45.3,62.2
1989-07-09,0.0,0.0,,,47.4,41.4,114,58.8,34.3,48.7
1989-07-10,0.0,0.0,,,47.4,41.4,114,65.7,40.5,50.5
1989-07-11,0.0,0.0,,,47.6,41.4,115,76.8,41.0,59.0
1989-07-12,0.0,0.0,,,47.6,41.4,115,75.7,38.1,59.0
1989-07-13,0.0,0.0,,,47.6,41.4,115,58.6,52.5,54.5
1989-07-14,0.0,0.0,,,48.6,41.4,117,77.9,50.2,60.6
1989-07-15,0.0,0.0,,,48.6,41.4,117,83.8,45.0,59.9
1989-07-16,0.0,0.0,,,48.8,41.4,118,73.2,48.7,59.9
1989-07-17,0.0,0.0,,,48.9,41.4,118,65.1,47.1,52.9
1989-07-18,0.0,0.0,,,49.0,41.4,118,58.1,46.8,49.3
1989-07-19,0.0,0.0,,,49.0,41.4,118,86.9,43.7,65.5
1989-07-20,0.0,0.0,,,49.0,41.4,118,89.4,53.4,68.4
1989-07-21,0.0,0.0,,,49.6,41.4,120,78.3,57.7,66.4
1989-07-22,0.0,0.0,,,49.6,41.6,119,77.9,40.3,59.7
1989-07-23,0.0,0.0,,,49.8,41.6,120,86.5,37.6,63.5
1989-07-24,0.0,0.0,,,49.8,41.6,120,81.5,48.4,67.1
1989-07-25,0.0,0.0,,,49.8,41.9,119,82.0,47.1,60.3
1989-07-26,0.0,0.0,,,49.9,41.9,119,79.3,42.6,63.3
1989-07-27,0.0,0.0,,,49.9,41.9,119,87.1,50.7,68.0
1989-07-28,0.0,0.0,,,50.0,41.9,119,79.0,44.1,63.0
1989-07-29,0.0,0.0,,,50.0,41.9,119,84.2,37.4,62.8
1989-07-30,0.0,0.0,,,50.1,41.9,120,88.0,47.8,65.5
1989-07-31,0.0,0.0,,,50.2,41.9,120,84.4,42.1,63.0
1989-08-01,0.0,0.0,,,50.2,41.9,120,82.9,50.9,61.3
1989-08-02,0.0,0.0,,,50.5,41.9,121,53.4,42.3,48.4
1989-08-03,0.0,0.0,,,51.1,41.9,122,56.3,48.7,51.6
1989-08-04,0.0,0.0,,,51.1,41.9,122,64.2,46.9,54.9
1989-08-05,0.0,0.0,,,51.1,41.9,122,75.2,38.8,55.6
1989-08-06,0.0,0.0,,,51.1,41.9,122,81.5,39.4,61.0
1989-08-07,0.0,0.0,,,51.1,41.9,122,86.4,41.5,63.5
1989-08-08,0.0,0.0,,,51.1,41.9,122,91.4,41.7,66.6
1989-08-09,0.0,0.0,,,51.1,41.9,122,62.1,51.8,56.8
1989-08-10,0.0,0.0,,,51.4,41.9,123,77.0,46.4,60.4
1989-08-11,0.0,0.0,,,51.4,41.9,123,83.5,42.1,59.7
1989-08-12,0.0,0.0,,,51.5,41.9,123,81.1,37.9,61.7
1989-08-13,0.0,0.0,,,51.5,41.9,123,81.1,48.2,63.3
1989-08-14,0.0,0.0,,,51.5,41.9,123,81.5,40.3,61.0
1989-08-15,0.0,0.0,,,51.5,41.9,123,69.4,47.1,56.7
1989-08-16,0.0,0.0,,,51.6,41.9,123,58.5,44.4,48.4
1989-08-17,0.0,0.0,,,51.8,41.9,124,63.5,38.1,49.8
1989-08-18,0.0,0.0,,,51.8,41.9,124,74.3,30.4,51.6
1989-08-19,0.0,0.0,,,51.9,42.0,124,75.7,36.1,56.7
1989-08-20,0.0,0.0,,,51.9,42.0,124,66.9,38.5,54.1
1989-08-21,0.0,0.0,,,51.9,42.2,123,54.7,49.3,52.0
1989-08-22,0.0,0.0,,,52.0,42.4,123,67.8,49.1,53.8
1989-08-23,0.0,0.0,,,52.1,42.8,122,56.1,45.9,49.3
1989-08-24,0.0,0.0,,,52.4,43.0,122,47.1,44.6,45.7
1989-08-25,0.0,0.0,,,53.6,43.2,124,56.1,33.3,42.8
1989-08-26,0.0,0.0,,,54.7,43.4,126,60.8,30.0,45.3
1989-08-27,0.0,0.0,,,54.7,43.4,126,57.0,42.6,45.9
1989-08-28,0.0,0.0,,,55.2,43.4,127,59.2,38.8,45.1
1989-08-29,0.0,0.0,,,55.4,43.4,128,64.8,36.3,49.3
1989-08-30,0.0,0.0,,,55.4,43.4,128,51.6,39.0,44.6
1989-08-31,0.0,0.0,,,55.4,43.5,127,62.1,37.4,47.8
1989-09-01,0.0,0.0,,,55.4,43.5,127,71.2,42.3,55.2
1989-09-02,0.0,0.0,,,55.7,43.5,128,54.5,40.5,44.1
1989-09-03,0.0,0.0,,,55.9,43.5,129,57.9,40.5,46.6
1989-09-04,0.0,0.0,,,55.9,43.6,128,66.7,46.2,54.3
1989-09-05,0.0,0.0,,,55.9,43.7,128,52.2,35.4,42.4
1989-09-06,0.0,0.0,,,56.5,43.7,129,59.5,35.8,43.7
1989-09-07,0.0,0.0,,,56.5,43.7,129,56.3,28.9,42.1
1989-09-08,0.0,0.0,,,56.7,43.7,130,41.7,30.6,38.1
1989-09-09,0.0,0.0,,,56.8,43.7,130,54.5,28.6,37.9
1989-09-10,0.0,0.0,,,56.9,43.8,130,52.0,25.9,36.7
1989-09-11,0.0,0.0,,,57.0,44.0,130,61.3,22.5,39.2
1989-09-12,0.0,0.0,,,57.1,44.4,129,72.9,28.2,50.5
1989-09-13,0.0,0.0,,,57.1,44.4,129,67.1,43.0,55.0
1989-09-14,0.0,0.0,,,57.1,44.4,129,69.8,47.5,59.7
1989-09-15,0.0,0.0,,,57.1,44.4,129,70.3,37.9,56.7
1989-09-16,0.0,0.0,,,57.1,44.5,128,67.5,44.2,58.1
1989-09-17,0.0,0.0,,,57.1,44.5,128,43.0,31.6,37.2
1989-09-18,0.0,0.0,,,58.3,44.8,130,46.6,31.6,37.9
1989-09-19,0.0,0.0,,,58.4,45.0,130,55.8,39.7,46.9
1989-09-20,0.0,0.0,,,58.4,45.2,129,62.8,28.2,44.8
1989-09-21,0.0,0.0,,,58.4,45.2,129,70.5,33.6,52.2
1989-09-22,0.0,0.0,,,58.4,45.4,129,71.6,27.9,47.8
1989-09-23,0.0,0.0,,,58.4,45.7,128,72.3,50.7,61.5
1989-09-24,0.0,0.0,,,58.4,45.7,128,73.8,36.3,52.9
1989-09-25,0.0,0.0,,,58.4,45.7,128,77.0,34.2,52.5
1989-09-26,0.0,0.0,,,58.4,45.7,128,72.7,39.4,56.8
1989-09-27,0.0,0.0,,,58.4,45.7,128,67.1,48.0,56.8
1989-09-28,0.0,0.0,,,58.4,45.7,128,69.6,45.0,57.4
1989-09-29,0.0,0.0,,,58.4,45.7,128,75.7,53.8,63.1
1989-09-30,0.0,0.0,,,58.4,45.7,128,58.6,32.5,49.1
1989-10-01,0.0,0.0,,,0.0,0.0,,33.8,27.9,30.2
1989-10-02,0.0,0.0,,,0.7,0.0,,43.2,19.0,29.3
1989-10-03,0.0,0.0,,,0.8,0.2,400,54.1,12.4,31.5
1989-10-04,0.0,0.0,,,0.8,0.2,400,50.2,25.5,40.8
1989-10-05,0.0,0.0,,,0.8,0.2,400,40.1,35.8,37.6
1989-10-06,0.0,0.0,,,0.8,0.6,133,51.4,37.6,41.4
1989-10-07,0.0,0.0,,,0.8,0.6,133,54.9,42.1,48.0
1989-10-08,0.0,0.0,,,0.8,0.8,100,57.4,39.7,49.8
1989-10-09,0.0,0.0,,,0.8,0.9,89,59.5,36.3,49.8
1989-10-10,0.0,0.0,,,0.8,0.9,89,57.6,36.1,49.6
1989-10-11,0.0,0.0,,,1.2,0.9,133,51.8,37.4,44.6
1989-10-12,0.0,0.0,,,1.2,1.0,120,41.7,37.0,39.6
1989-10-13,0.0,0.0,,,1.2,1.1,109,47.7,37.0,41.7
1989-10-14,0.0,0.0,,,2.5,1.2,208,39.0,28.9,32.9
1989-10-15,0.0,0.0,,,3.0,1.4,214,44.6,21.6,30.0
1989-10-16,0.0,0.0,,,3.0,1.5,200,45.1,17.6,27.0
1989-10-17,0.0,0.0,,,3.1,1.8,172,47.7,13.6,32.5
1989-10-18,0.0,0.0,,,3.1,1.9,163,59.4,41.5,49.8
1989-10-19,0.0,0.0,,,3.1,2.3,135,61.0,37.2,47.8
1989-10-20,0.0,0.0,,,3.1,2.4,129,53.2,36.3,45.7
1989-10-21,0.0,0.0,,,3.5,2.4,146,47.1,39.2,43.5
1989-10-22,0.0,0.0,,,3.7,2.6,142,47.5,36.9,42.3
1989-10-23,0.0,0.0,,,3.7,2.8,132,55.4,35.6,46.9
1989-10-24,0.2,0.0,,,3.9,3.0,130,44.1,36.3,38.3
1989-10-25,0.2,0.0,,,3.9,3.2,122,46.4,34.0,37.8
1989-10-26,0.4,0.0,,,4.1,3.2,128,38.5,33.4,36.1
1989-10-27,0.4,0.0,,,4.1,3.8,108,44.1,28.6,34.9
1989-10-28,1.0,0.0,,,4.1,4.0,103,40.5,24.4,29.5
1989-10-29,1.1,0.0,,,4.3,4.0,108,30.6,21.9,22.5
1989-10-30,1.1,0.0,,,4.4,4.2,105,29.8,28.9,29.3
1989-10-31,1.1,0.0,,,4.5,4.3,105,28.6,13.1,16.5
1989-11-01,1.1,0.0,,,4.6,4.3,107,34.5,18.9,23.0
1989-11-02,1.1,0.2,550,,4.6,4.5,102,34.9,23.5,27.3
1989-11-03,1.1,0.2,550,,4.6,4.5,102,34.9,23.5,28.4
1989-11-04,1.2,0.2,600,,5.4,4.5,120,34.9,29.8,32.4
1989-11-05,1.2,0.2,600,,5.4,4.6,117,26.8,23.7,25.5
1989-11-06,1.2,0.3,400,,5.4,4.8,113,29.3,24.1,26.4
1989-11-07,1.2,0.3,400,,6.0,5.3,113,27.1,20.5,23.0
1989-11-08,1.2,0.4,300,,6.3,5.4,117,32.0,23.0,27.3
1989-11-09,1.3,0.5,260,,6.5,5.6,116,46.9,35.1,41.5
1989-11-10,1.4,0.6,233,,8.0,5.7,140,41.2,38.3,39.6
1989-11-11,1.1,0.6,183,,9.0,6.0,150,40.1,30.0,34.9
1989-11-12,0.9,0.6,150,,11.5,6.0,192,31.5,20.1,26.8
1989-11-13,0.7,0.6,117,,12.1,6.4,189,28.8,24.3,26.1
1989-11-14,0.9,0.7,129,,12.2,6.6,185,28.4,10.9,21.4
1989-11-15,1.4,0.6,233,,12.4,6.7,185,25.9,3.0,17.6
1989-11-16,1.5,0.6,250,,12.4,6.8,182,30.4,25.0,28.0
1989-11-17,1.6,0.8,200,,12.4,6.8,182,34.3,25.9,30.6
1989-11-18,1.6,0.7,229,,12.4,7.2,172,40.1,32.4,36.1
1989-11-19,1.5,0.8,188,,12.7,7.4,172,40.3,29.8,36.1
1989-11-20,1.3,0.8,163,,13.2,7.7,171,43.5,27.5,35.4
1989-11-21,1.4,0.8,175,,14.3,7.8,183,36.5,16.0,25.5
1989-11-22,1.3,1.0,130,,14.4,7.9,182,35.1,11.5,25.5
1989-11-23,1.4,1.2,117,,14.4,8.4,171,36.3,22.1,27.1
1989-11-24,1.4,1.0,140,,14.4,8.6,167,30.9,26.2,28.2
1989-11-25,1.4,1.1,127,,14.7,8.7,169,23.2,13.1,19.0
1989-11-26,2.0,1.2,167,,15.6,8.8,177,21.0,8.4,14.5
1989-11-27,2.0,1.5,133,,15.6,9.2,170,27.5,20.5,23.4
1989-11-28,2.0,1.6,125,,15.6,9.3,168,29.8,25.0,28.0
1989-11-29,2.0,1.8,111,,15.6,9.4,166,34.9,27.5,29.7
1989-11-30,2.0,1.8,111,,15.6,9.5,164,37.8,27.7,31.5
1989-12-01,2.0,1.8,111,,15.6,9.8,159,34.9,26.8,30.2
1989-12-02,2.0,1.8,111,,15.6,10.1,154,43.2,32.9,37.9
1989-12-03,2.0,2.2,91,,15.6,10.1,154,38.7,33.3,36.3
1989-12-04,2.0,2.2,91,,15.6,10.4,150,34.9,33.3,34.0
1989-12-05,1.5,2.2,68,,16.7,10.9,153,44.4,33.1,35.1
1989-12-06,1.5,2.4,63,,17.0,11.2,152,33.4,18.7,28.2
1989-12-07,1.5,2.4,63,,17.0,11.3,150,32.9,26.1,28.8
1989-12-08,1.8,2.5,72,,17.0,11.4,149,35.2,28.9,31.8
1989-12-09,1.9,2.5,76,,17.4,11.6,150,28.9,12.0,24.1
1989-12-10,2.1,2.6,81,,17.9,12.2,147,10.8,-21.1,-4.0
1989-12-11,2.5,2.8,89,,18.2,12.2,149,18.0,-0.8,12.6
1989-12-12,2.5,2.6,96,,18.2,12.2,149,23.2,17.1,20.1
1989-12-13,2.5,2.8,89,,18.2,12.3,148,26.1,18.7,22.5
1989-12-14,2.6,3.1,84,,18.2,12.4,147,30.6,24.3,27.3
1989-12-15,2.8,3.4,82,,18.4,12.5,147,32.5,20.5,26.1
1989-12-16,2.8,3.4,82,,18.5,12.7,146,25.2,8.4,19.6
1989-12-17,2.8,3.6,78,,18.7,12.7,147,13.3,-7.1,5.2
1989-12-18,2.8,3.8,74,,18.8,12.8,147,12.6,-15.2,-2.6
1989-12-19,2.9,3.8,76,,18.9,12.8,148,21.4,-8.3,9.7
1989-12-20,2.9,4.0,73,,19.2,13.0,148,-9.0,-15.7,-13.9
1989-12-21,3.5,4.0,88,,19.7,13.2,149,17.1,-18.2,-2.0
1989-12-22,4.2,4.1,102,,19.7,13.2,149,36.9,17.1,28.6
1989-12-23,4.2,4.2,100,,19.7,13.4,147,36.1,31.6,33.6
1989-12-24,4.2,4.2,100,,19.7,13.6,145,35.6,31.1,33.4
1989-12-25,4.2,4.2,100,,19.7,13.7,144,40.3,32.4,35.2
1989-12-26,4.0,4.2,95,,19.7,13.7,144,37.8,33.4,35.8
