Run   obj.function   par_x01       par_x02       par_x03       par_x04       par_x05       par_x06       par_x07       par_x08       par_x09       par_x10       par_x11       par_x12       par_x13       par_x14       par_x15       par_x16       par_x17       par_x18       par_x19       par_x20       par_x21       par_x22       par_x23       par_x24       par_x25       par_x26       par_x27       par_x28       par_x29       par_x30       par_x31       par_x32       par_x33       par_x34       par_x35       par_x36       par_x37       par_x38       par_x39       par_x40       par_x41       par_x42       par_x43       par_x44       par_x45       par_x46       par_x47       par_x48       par_x49       par_x50       par_x51       par_x52       par_x53       par_x54       par_x55       par_x56       par_x57       par_x58       par_x59       par_x60       par_x61       par_x62       par_x63       par_x64       
235   -3.887251E-02  3.419653E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  5.371678E+00  2.042152E+00  9.114563E-01  1.029393E+00  1.118892E+00  6.157267E-01  7.324123E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  2.206969E+00  9.026281E+01  9.395216E-02  4.660794E-01  2.823923E-01  1.126548E-01  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.370584E+01  5.297433E+01  6.582974E+00  3.833465E+00  5.240746E+00  4.055352E+00  -3.876133E-01  3.309100E-01  3.133257E+00  1.482800E+00  2.110619E-01  5.667208E-01  1.051333E+00  5.927002E-01  2.922183E+01  1.676566E+02  1.108541E+02  5.418595E-01  7.385487E-01  5.696372E-01  4.178354E+00  1.328452E+00  2.690506E+00  1.049392E-01  1.848319E-01  9.343723E-02  6.595830E-02  1.504812E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.536713E+01  1.813923E+01  1.197012E+00  4.792548E-01  
236   -2.038733E-01  3.142729E-01  9.328428E-01  9.672316E-01  -9.705390E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.259512E+00  9.114563E-01  9.149290E-01  1.226144E+00  6.706738E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.643778E-01  1.126548E-01  9.450242E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  5.297433E+01  6.582974E+00  4.140500E+00  5.354775E+00  3.208505E+00  -3.876133E-01  2.764048E-01  2.733466E+00  1.482800E+00  2.110619E-01  5.667208E-01  1.051333E+00  9.273387E-01  2.922183E+01  1.676566E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.178354E+00  1.033044E+00  2.977250E+00  1.040241E-01  1.851713E-01  9.343723E-02  5.764402E-02  1.265437E-01  1.917732E-01  1.775160E+01  4.601627E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.829088E-01  
237   -1.562103E-02  3.419653E-01  7.617183E-01  9.672316E-01  -2.085355E-02  5.508177E-01  4.243086E-02  4.390570E+00  6.570856E+00  4.921750E+00  2.042152E+00  1.031483E+00  1.143333E+00  1.226144E+00  6.157267E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  4.285419E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  2.518277E-02  7.674207E+00  2.822902E-01  4.250511E-01  4.840356E-01  3.264864E+01  5.297433E+01  6.582974E+00  4.140500E+00  6.275391E+00  4.055352E+00  -3.876133E-01  3.309100E-01  3.069364E+00  1.482800E+00  2.110619E-01  5.667208E-01  1.051333E+00  8.378324E-01  7.912772E+01  1.676566E+02  1.254909E+02  5.418595E-01  5.950686E-01  5.696372E-01  4.178354E+00  1.830817E+00  2.690506E+00  1.040241E-01  1.851713E-01  9.343723E-02  3.245229E-02  1.504812E-01  1.938602E-01  1.333194E+01  3.460907E+00  1.851138E+01  1.619564E+01  1.133006E+00  2.890714E-01  
238   -2.139946E-01  2.615519E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.033044E+00  2.690506E+00  2.389158E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.792548E-01  
239   -2.136267E-01  4.624793E-01  9.203574E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.295333E+00  9.114563E-01  8.436943E-01  1.186735E+00  6.722728E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.477213E+00  4.209143E+00  6.450514E+00  4.178442E+00  -4.697325E-01  3.614685E-01  3.051095E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.515939E-01  2.922183E+01  2.201697E+02  2.276511E+00  5.418595E-01  5.950686E-01  5.696372E-01  4.992148E+00  2.379342E+00  2.690506E+00  2.389158E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.653543E-01  1.549180E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.792548E-01  
240   7.748230E-03  1.885709E-01  9.328428E-01  9.672316E-01  -7.632571E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.259172E+00  4.147579E+00  2.042152E+00  9.114563E-01  8.696675E-01  1.028256E+00  6.424227E-01  5.128956E-01  5.343940E-01  1.998917E-01  4.259904E-02  1.926198E-01  4.602253E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.917396E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.178442E+00  -3.876133E-01  2.925190E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  3.297138E+02  8.661182E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  2.965479E+00  2.690506E+00  2.389158E-02  1.840069E-01  9.343723E-02  9.877941E-02  1.917106E-01  1.794285E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.832661E+01  1.155821E+00  4.792548E-01  
241   8.355123E-01  2.615519E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  5.975393E+00  4.921750E+00  8.666466E-01  9.403220E-01  8.436943E-01  1.161702E+00  4.220418E-01  5.461581E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  1.848160E-02  4.660794E-01  1.392072E-01  6.362668E-02  7.674207E+00  3.149566E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  3.183165E+00  6.275391E+00  4.178442E+00  -3.838235E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  8.256287E-01  1.364022E+00  6.134379E-01  2.922183E+01  2.228329E+02  1.103299E+01  4.010314E-01  4.392625E-01  5.696372E-01  3.911701E+00  1.033044E+00  3.088697E+00  2.389158E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.906368E+01  1.813923E+01  1.197012E+00  6.723835E-01  
242   3.571830E-01  2.277088E-01  7.952275E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.338221E-02  5.503277E+00  6.570856E+00  4.921750E+00  1.054712E+00  9.114563E-01  8.436943E-01  1.226144E+00  5.615303E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  4.348189E+00  9.520293E+01  1.738661E-01  4.726756E-01  2.823923E-01  6.362668E-02  8.739631E+00  2.336552E-01  4.550223E-01  4.176868E-01  7.218252E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.356604E+00  4.880346E+00  -4.551978E-01  2.586311E-01  2.704221E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  6.619771E-01  2.922183E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.033044E+00  2.690506E+00  2.389158E-02  1.924642E-01  2.927571E-02  7.651122E-02  1.482404E-01  1.817901E-01  1.240326E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.792548E-01  
243   4.645496E+00  2.615519E-01  9.328428E-01  7.812610E-01  -7.229032E-01  5.508177E-01  4.129640E-02  4.376945E+00  5.873919E+00  4.921750E+00  3.348793E-01  9.114563E-01  8.436943E-01  1.099420E+00  6.424227E-01  6.039087E-01  4.271621E-01  1.863372E-01  2.242684E-02  1.926198E-01  8.038541E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  8.257344E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  9.157868E+01  6.413481E+00  4.209143E+00  6.619263E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  8.236389E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.183865E-01  4.585778E+00  1.033044E+00  3.883005E+00  2.905667E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.727548E+01  3.460907E+00  1.785130E+01  1.813923E+01  1.197012E+00  4.792548E-01  
244   -1.734967E-01  2.615519E-01  9.328428E-01  9.672316E-01  -6.591998E-01  5.508177E-01  5.175018E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.042152E+00  7.874298E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  5.803848E-01  1.767298E-01  2.242684E-02  1.548979E-01  6.280816E+00  9.422813E+01  9.395216E-02  4.838187E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.375594E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  5.858859E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  1.494037E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  1.992939E+02  1.103299E+01  4.691466E-01  5.950686E-01  5.696372E-01  4.908545E+00  1.033044E+00  2.690506E+00  2.389158E-02  1.449570E-01  3.398206E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.798077E+01  1.197012E+00  8.756598E-01  
245   -1.496167E-01  3.768022E-01  9.328428E-01  9.672316E-01  -8.855493E-01  5.508177E-01  4.243086E-02  4.376945E+00  5.019533E+00  4.921750E+00  2.042152E+00  9.644223E-01  8.436943E-01  1.161532E+00  6.424227E-01  6.039087E-01  5.083061E-01  1.805008E-01  2.242684E-02  1.926198E-01  5.228949E+00  9.520293E+01  1.811512E-02  4.660794E-01  1.598769E-01  1.377100E-01  5.903225E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  7.397751E+01  6.582974E+00  3.678468E+00  6.275391E+00  4.336119E+00  -2.142819E-01  2.718773E-01  2.733466E+00  1.482800E+00  2.110619E-01  5.818898E-01  5.155398E-01  9.542062E-01  2.922183E+01  2.164938E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.402665E+00  1.033044E+00  2.690506E+00  1.164598E-01  1.520304E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.506932E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.128467E+00  4.792548E-01  
246   -1.821822E-01  2.615519E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.122784E+00  2.042152E+00  9.114563E-01  8.807796E-01  1.171392E+00  7.307813E-01  6.039087E-01  4.232268E-01  1.650176E-01  2.242684E-02  1.926198E-01  2.994308E+00  9.520293E+01  9.395216E-02  3.974040E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.918464E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.096564E+00  6.275391E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  3.748800E+02  1.103299E+01  5.418595E-01  7.402528E-01  6.811465E-01  4.585778E+00  1.490000E+00  2.690506E+00  2.389158E-02  1.330447E-01  1.326007E-01  6.595830E-02  1.890900E-01  1.971013E-01  1.278085E+01  3.460907E+00  1.960285E+01  1.813923E+01  1.197012E+00  4.792548E-01  
247   -2.137505E-01  2.615519E-01  9.328428E-01  9.672316E-01  -6.840293E-01  5.508177E-01  4.243086E-02  4.376945E+00  5.490123E+00  4.921750E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.226144E+00  4.709176E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.762180E+01  9.395216E-02  4.316347E-01  2.036183E-01  6.879532E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.457316E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  8.425887E-01  8.652158E+00  2.201697E+02  1.103299E+01  3.802052E-01  5.950686E-01  7.113415E-01  4.585778E+00  1.033044E+00  2.690506E+00  4.109880E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.919876E-01  1.971013E-01  1.632037E+01  9.658111E+00  1.894655E+01  1.223779E+01  1.197012E+00  4.792548E-01  
248   -2.004359E-01  2.615519E-01  6.755723E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  2.962915E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  4.839114E+00  8.818324E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.914533E-01  4.250511E-01  2.946627E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  3.073527E+00  -2.400587E-01  -1.130102E-01  2.733466E+00  1.482800E+00  1.845393E-01  7.863029E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.537615E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.033044E+00  3.282508E+00  2.389158E-02  1.924642E-01  8.584118E-02  6.595830E-02  1.917106E-01  1.528138E-01  1.632037E+01  3.981795E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.792548E-01  
249   -5.914092E-02  2.615519E-01  9.328428E-01  9.672316E-01  -7.229032E-01  3.175786E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.499850E+00  9.114563E-01  8.436943E-01  1.022678E+00  6.424227E-01  6.951723E-01  4.740470E-01  1.805008E-01  2.861320E-02  1.926198E-01  1.417326E+01  9.917513E+01  2.186281E-01  4.660794E-01  2.810000E-01  6.362668E-02  7.674207E+00  2.822902E-01  3.920484E-01  2.879572E-01  6.451765E+01  7.830905E+01  6.582974E+00  4.209143E+00  6.828982E+00  4.077854E+00  -4.031470E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.506287E-01  1.127346E+00  5.738268E-01  1.183933E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  2.218249E-01  4.990328E+00  1.001395E+00  2.690506E+00  7.157260E-02  1.763143E-01  8.467873E-02  3.196400E-02  1.634886E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.759773E+01  1.197012E+00  4.083080E-01  
250   -1.087593E-01  2.615519E-01  9.328428E-01  9.326031E-01  -7.229032E-01  1.072446E+00  4.243086E-02  4.376945E+00  6.375044E+00  4.837765E+00  3.720940E+00  9.114563E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  3.966458E-01  2.823923E-01  1.001065E-01  7.674207E+00  2.822902E-01  3.021527E-01  2.879572E-01  5.786427E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.150258E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.420556E+00  2.110619E-01  6.643926E-01  1.051333E+00  9.224254E-01  2.922183E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.033044E+00  2.690506E+00  2.389158E-02  1.433254E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.484159E-01  1.304133E+01  3.571232E+00  1.874066E+01  1.813923E+01  1.117584E+00  4.203237E-01  
251   -1.250197E-01  2.615519E-01  9.328428E-01  7.895359E-01  -7.229032E-01  1.805445E-01  4.243086E-02  4.376945E+00  6.570856E+00  5.664717E+00  2.042152E+00  9.114563E-01  8.077951E-01  1.226144E+00  5.567670E-01  6.039087E-01  4.043641E-01  1.428333E-01  2.242684E-02  1.752737E-01  6.280816E+00  7.628647E+01  9.395216E-02  4.660794E-01  2.597871E-01  3.711353E-03  8.325271E+00  2.822902E-01  3.508789E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.957436E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.379586E+00  2.110619E-01  5.949097E-01  9.328164E-01  7.376891E-01  9.368766E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.669033E+00  1.329730E+00  2.690506E+00  2.389158E-02  1.924642E-01  1.019198E-01  6.595830E-02  1.568706E-01  1.971013E-01  1.821025E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.792548E-01  
252   -5.975330E-02  2.615519E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.051433E+00  6.570856E+00  4.921750E+00  1.857447E+00  9.114563E-01  8.436943E-01  1.077544E+00  7.257549E-01  6.039087E-01  4.740470E-01  1.424736E-01  2.242684E-02  1.943150E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.085467E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.164701E-01  4.847407E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  5.310258E+00  -2.700000E-01  2.586311E-01  2.733466E+00  1.118651E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  1.097940E+02  1.965786E+01  4.004367E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.261605E+00  2.645755E+00  2.389158E-02  1.704691E-01  9.343723E-02  6.595830E-02  1.738524E-01  1.971013E-01  1.632037E+01  4.764865E+00  1.938189E+01  1.946208E+01  1.197012E+00  3.401002E-01  
253   4.239436E-02  2.615519E-01  9.328428E-01  8.976552E-01  -7.229032E-01  5.508177E-01  5.242487E-02  4.376945E+00  5.432006E+00  6.158681E+00  2.042152E+00  9.114563E-01  8.626879E-01  1.092854E+00  6.424227E-01  6.039087E-01  5.504553E-01  1.960561E-01  2.181838E-02  1.926198E-01  9.897464E-01  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  6.991256E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.451765E+01  6.475882E+01  6.582974E+00  4.209143E+00  6.342238E+00  3.525374E+00  -3.876133E-01  2.586311E-01  2.474546E+00  1.428298E+00  2.307988E-01  6.059091E-01  8.848814E-01  7.500007E-01  2.922183E+01  2.201697E+02  1.103299E+01  5.418595E-01  5.950686E-01  5.696372E-01  4.585778E+00  1.033044E+00  2.791536E+00  2.389158E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  4.868219E-01  
254   -1.136747E-02  2.615519E-01  9.328428E-01  9.868805E-01  -7.229032E-01  6.666725E-01  4.243086E-02  4.371268E+00  6.570856E+00  4.921750E+00  3.966998E+00  9.114563E-01  9.849251E-01  1.171798E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  1.666544E-02  1.926198E-01  6.280816E+00  9.385276E+01  6.022350E-02  4.643795E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.822902E-01  3.097177E-01  2.266530E-01  6.451765E+01  8.042618E+01  6.582974E+00  3.291121E+00  6.275391E+00  4.178442E+00  -4.220718E-01  2.076990E-01  2.733466E+00  1.154587E+00  2.110619E-01  8.646232E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.509964E+02  6.349595E-01  5.950686E-01  6.249046E-01  4.585778E+00  1.553417E+00  2.690506E+00  2.923188E-02  1.809024E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.799803E-01  1.632037E+01  3.369413E+00  1.851138E+01  1.813923E+01  1.197012E+00  5.955415E-01  
255   -9.096749E-02  2.615519E-01  8.899095E-01  9.672316E-01  -8.248559E-01  5.508177E-01  4.760270E-02  4.376945E+00  6.570856E+00  4.633979E+00  1.744301E+00  7.824166E-01  8.436943E-01  1.226144E+00  5.987880E-01  6.039087E-01  5.540551E-01  1.912467E-01  2.242684E-02  1.787748E-01  6.280816E+00  8.129327E+01  9.395216E-02  4.496604E-01  3.762251E-01  6.362668E-02  7.674207E+00  4.701807E-01  4.250511E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  5.601069E+00  4.178442E+00  -1.665861E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.991942E+02  1.458067E+02  6.194882E-01  5.950686E-01  7.050531E-01  3.651888E+00  1.033044E+00  1.504295E+00  2.389158E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.550786E+01  3.798737E+00  1.891424E+01  1.813923E+01  1.124489E+00  4.792548E-01  
256   -2.102751E-01  1.646863E-01  9.328428E-01  9.672316E-01  -7.229032E-01  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.217843E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  8.309589E-03  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.823923E-01  6.362668E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.879572E-01  6.089988E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.178442E+00  -2.654840E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.103299E+01  7.827657E-01  5.950686E-01  6.523311E-01  4.251583E+00  1.033044E+00  2.690506E+00  8.034750E-02  1.924642E-01  6.094276E-02  6.892515E-02  1.917106E-01  1.971013E-01  1.476714E+01  3.460907E+00  1.851138E+01  1.813923E+01  1.197012E+00  5.469944E-01  
257   -1.907212E-01  2.615519E-01  9.328428E-01  9.672316E-01  7.259921E-02  5.508177E-01  4.243086E-02  4.376945E+00  6.570856E+00  4.921750E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.226144E+00  6.424227E-01  6.039087E-01  4.740470E-01  1.805008E-01  2.242684E-02  1.926198E-01  1.035486E+01  9.789211E+01  9.395216E-02  4.660794E-01  2.823923E-01  7.602882E-02  7.674207E+00  2.822902E-01  4.250511E-01  2.641043E-01  5.812576E+01  8.042618E+01  5.737712E+00  4.209143E+00  4.650786E+00  4.178442E+00  -3.876133E-01  -6.001230E-02  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  2.144749E+01  4.680225E-01  5.950686E-01  3.254517E-01  3.345623E+00  1.584833E+00  2.690506E+00  6.916704E-02  1.924642E-01  9.343723E-02  6.595830E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.448468E+00  1.281493E+01  1.813923E+01  1.122057E+00  4.792548E-01  
258   -8.364362E-02  1.717013E-01  8.209886E-01  9.672316E-01  -7.229032E-01  1.218775E-01  4.243086E-02  4.168616E+00  6.570856E+00  4.921750E+00  2.042152E+00  9.114563E-01  8.436943E-01  1.126011E+00  6.424227E-01  6.692380E-01  5.063006E-01  1.805008E-01  2.242684E-02  1.926198E-01  6.280816E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.283041E-01  6.362668E-02  9.608341E+00  2.822902E-01  3.985199E-01  2.879572E-01  6.451765E+01  8.042618E+01  6.582974E+00  4.209143E+00  6.275391E+00  3.691493E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  9.659173E+01  5.418595E-01  5.381959E-01  4.798458E-01  4.585778E+00  1.378661E+00  2.063704E+00  2.389158E-02  1.924642E-01  9.343723E-02  4.795051E-02  1.917106E-01  1.971013E-01  1.632037E+01  3.460907E+00  1.851138E+01  1.190875E+01  1.115222E+00  2.911911E-01  
259   -1.915607E-01  2.615519E-01  9.328428E-01  9.672316E-01  -9.520001E-01  5.398340E-01  4.736620E-02  4.376945E+00  5.896355E+00  4.921750E+00  2.042152E+00  9.114563E-01  9.207370E-01  1.226144E+00  5.202245E-01  4.858859E-01  4.539064E-01  1.709770E-01  2.242684E-02  1.926198E-01  4.596882E+00  9.520293E+01  9.395216E-02  4.660794E-01  2.372384E-01  6.362668E-02  7.674207E+00  2.440987E-01  4.250511E-01  2.879572E-01  6.451765E+01  9.512427E+01  6.582974E+00  4.209143E+00  6.275391E+00  4.178442E+00  -3.876133E-01  2.586311E-01  2.733466E+00  1.482800E+00  2.110619E-01  6.059091E-01  1.051333E+00  7.500007E-01  2.922183E+01  2.201697E+02  1.103299E+01  4.709591E-01  5.950686E-01  5.696372E-01  4.468398E+00  1.060699E+00  1.343878E+00  2.322443E-02  1.924642E-01  7.766927E-02  4.131638E-02  1.917106E-01  1.976370E-01  1.559046E+01  3.460907E+00  1.710915E+01  1.996737E+01  1.197012E+00  2.666770E-01  
